timestamp,level,px,py,pz,rx,ry,rz,rw,ex,ey,ez
272.879,1,-0.099665,1.656783,-0.203511,-0.006502,-0.110771,0.035664,-0.993185,1.192831,12.686440,356.019500
272.990,1,-0.106488,1.657377,-0.203397,-0.009049,-0.089022,0.020994,-0.995767,1.246808,10.192260,357.695600
273.102,1,-0.110501,1.658000,-0.204136,-0.004884,-0.071023,0.008804,-0.997424,0.629844,8.140536,359.033400
273.213,1,-0.114416,1.658134,-0.207690,-0.002450,-0.061637,0.002121,-0.998093,0.295156,7.067068,359.774700
273.325,1,-0.118303,1.660965,-0.211814,0.005468,-0.046136,0.001106,-0.998920,359.380000,5.289596,359.844500
273.436,1,-0.120736,1.663004,-0.212574,0.013594,-0.033821,0.032810,-0.998797,358.571100,3.926367,356.188000
273.548,1,-0.120682,1.662934,-0.212146,0.014451,-0.040356,0.030781,-0.998607,358.488600,4.675810,356.407200
273.659,1,-0.118777,1.662758,-0.212728,0.015644,-0.060062,0.010338,-0.998019,358.281800,6.907355,358.709400
273.770,1,-0.111170,1.667184,-0.214287,0.033404,-0.096742,-0.011618,-0.994681,356.060700,11.077230,0.956223
273.881,1,-0.101400,1.670203,-0.216991,0.048905,-0.137464,-0.014665,-0.989190,354.215700,15.777730,0.896610
273.992,1,-0.095447,1.670743,-0.219134,0.050664,-0.154351,-0.016543,-0.986578,353.968500,17.732180,0.979622
274.104,1,-0.093413,1.669787,-0.220616,0.046836,-0.157965,-0.013598,-0.986240,354.452000,18.165930,0.692186
274.215,1,-0.094499,1.669445,-0.221172,0.046654,-0.154314,-0.012474,-0.986841,354.495100,17.746600,0.588389
274.326,1,-0.096666,1.671059,-0.222542,0.052467,-0.153406,-0.006775,-0.986746,353.937000,17.681950,359.842900
274.437,1,-0.094718,1.672288,-0.224897,0.057784,-0.175932,-0.011676,-0.982636,353.242400,20.292600,0.150894
274.548,1,-0.078541,1.674849,-0.235537,0.071412,-0.294331,-0.014714,-0.952918,351.676500,34.388000,359.189500
274.660,1,-0.072546,1.675809,-0.242875,0.078952,-0.350109,-0.014052,-0.933270,350.955300,41.259760,358.314100
274.771,1,-0.072031,1.675991,-0.244972,0.086697,-0.366532,-0.012731,-0.926270,350.215500,43.377110,357.675500
274.882,1,-0.069784,1.675012,-0.246696,0.082649,-0.394362,-0.017964,-0.915055,350.478100,46.785610,358.122600
274.993,1,-0.061379,1.673261,-0.255362,0.078146,-0.470137,-0.017045,-0.878962,351.175900,56.477390,357.476100
275.105,1,-0.058425,1.672629,-0.255634,0.079398,-0.488852,-0.012238,-0.868660,351.378600,58.985120,356.731800
275.216,1,-0.058196,1.671710,-0.253134,0.075644,-0.493838,-0.009719,-0.866203,351.914800,59.613340,356.648900
275.327,1,-0.059965,1.672388,-0.246696,0.077393,-0.488810,-0.009152,-0.868903,351.753000,58.970380,356.538300
275.438,1,-0.071570,1.674612,-0.229472,0.084976,-0.403786,-0.014292,-0.910786,350.425400,48.026340,357.524400
275.549,1,-0.095481,1.676810,-0.207002,0.096946,-0.230738,-0.010119,-0.968121,348.908300,26.953690,358.531600
275.661,1,-0.104789,1.677497,-0.199924,0.096338,-0.175143,-0.015826,-0.979691,348.795800,20.287450,359.840200
275.772,1,-0.099394,1.676639,-0.199194,0.092783,-0.201310,-0.017534,-0.974966,349.165100,23.350380,359.815300
275.883,1,-0.095338,1.675062,-0.196659,0.090271,-0.204015,-0.013917,-0.974698,349.534000,23.695690,359.434700
275.994,1,-0.091108,1.671906,-0.190608,0.084692,-0.194290,-0.012613,-0.977200,350.187500,22.531350,359.519700
276.104,1,-0.078005,1.665912,-0.177428,0.075671,-0.181324,-0.010156,-0.980455,351.253300,20.988960,359.563600
276.215,1,-0.056006,1.662673,-0.164804,0.069865,-0.189646,-0.009452,-0.979318,351.927500,21.952120,359.537900
276.326,1,-0.017153,1.659392,-0.141220,0.069296,-0.197230,-0.013266,-0.977815,351.908800,22.813310,359.919500
276.437,1,0.014067,1.660046,-0.117035,0.075150,-0.203984,-0.022860,-0.975818,351.025700,23.550530,0.809482
276.548,1,0.049412,1.668443,-0.076707,0.089986,-0.204374,-0.033085,-0.974187,349.114300,23.542550,1.615210
276.660,1,0.073271,1.667174,-0.038774,0.098312,-0.204263,-0.034258,-0.973364,348.148100,23.542110,1.553226
276.771,1,0.098194,1.653273,0.017725,0.106632,-0.207799,-0.038907,-0.971564,347.093000,23.937070,1.839244
276.882,1,0.114165,1.658879,0.074967,0.107603,-0.220863,-0.036429,-0.968666,347.023300,25.534390,1.355109
276.994,1,0.124451,1.674829,0.124363,0.118772,-0.224286,-0.042145,-0.966340,345.614000,25.923480,1.666808
277.105,1,0.140085,1.683143,0.179431,0.142607,-0.229083,-0.050569,-0.961575,342.697100,26.508860,1.915529
277.217,1,0.156513,1.688921,0.216947,0.148316,-0.228548,-0.048762,-0.960932,342.101400,26.511480,1.560797
277.328,1,0.181072,1.692923,0.259500,0.166260,-0.225299,-0.042576,-0.959054,340.239400,26.368550,0.410920
277.439,1,0.201942,1.690201,0.291948,0.169746,-0.211091,-0.033485,-0.962032,340.078000,24.829070,359.559000
277.549,1,0.232086,1.686722,0.333578,0.168476,-0.180070,-0.019403,-0.968924,340.520500,21.296770,358.597500
277.660,1,0.261382,1.685621,0.373621,0.152956,-0.154622,-0.010914,-0.976001,342.425500,18.246010,358.437300
277.772,1,0.288818,1.683082,0.413817,0.141505,-0.130772,-0.007879,-0.981230,343.754200,15.366130,358.714000
277.883,1,0.309765,1.680684,0.446270,0.130079,-0.124115,-0.000828,-0.983704,345.159900,14.618880,358.182300
277.995,1,0.317294,1.683228,0.463545,0.127055,-0.128656,-0.004630,-0.983506,345.456800,15.083650,358.603700
278.106,1,0.316362,1.682345,0.472247,0.133344,-0.133938,-0.012703,-0.981895,344.617400,15.621790,359.359800
278.217,1,0.310836,1.683551,0.470399,0.136484,-0.141005,-0.012189,-0.980480,344.271700,16.487390,359.131600
278.328,1,0.301145,1.685326,0.463620,0.155728,-0.165457,-0.012897,-0.973759,342.088300,19.537400,358.409200
278.439,1,0.291052,1.687666,0.456536,0.162017,-0.214971,-0.019802,-0.962884,341.305500,25.484620,358.092900
278.550,1,0.269116,1.685159,0.444227,0.150577,-0.304958,-0.034579,-0.939751,342.296000,36.208960,358.385100
278.661,1,0.239794,1.679665,0.433623,0.145447,-0.365366,-0.045684,-0.918295,342.511800,43.599460,358.655500
278.772,1,0.209007,1.678041,0.423760,0.139080,-0.408410,-0.056148,-0.900392,342.763500,48.910840,359.250500
278.883,1,0.180875,1.678588,0.410350,0.119862,-0.439525,-0.052205,-0.888665,344.993700,52.731420,359.253800
278.993,1,0.158497,1.679281,0.395603,0.114088,-0.451940,-0.060933,-0.882622,345.139400,54.194460,0.263165
279.105,1,0.141657,1.680340,0.378430,0.127272,-0.451952,-0.066784,-0.880387,343.473300,54.325760,0.152372
279.215,1,0.128816,1.682215,0.364832,0.136774,-0.447782,-0.069260,-0.880901,342.362400,53.894890,359.971900
279.327,1,0.111955,1.683308,0.350570,0.150866,-0.436540,-0.071325,-0.884073,340.790300,52.616250,359.659900
279.438,1,0.100148,1.683739,0.339531,0.155555,-0.427532,-0.062886,-0.888293,340.723400,51.622100,358.707900
279.549,1,0.088508,1.684235,0.319098,0.155439,-0.414907,-0.055747,-0.894753,341.069600,50.050520,358.229500
279.661,1,0.082243,1.683536,0.294984,0.153273,-0.404754,-0.048588,-0.900178,341.622400,48.778500,357.789800
279.771,1,0.084196,1.680165,0.262852,0.148061,-0.408424,-0.046522,-0.899502,342.280200,49.190760,357.758900
279.883,1,0.098671,1.675996,0.221078,0.142408,-0.435285,-0.040495,-0.888035,343.250900,52.683940,356.883900
279.994,1,0.120423,1.671584,0.176664,0.132088,-0.473102,-0.031847,-0.870467,344.924600,57.595170,355.870200
280.104,1,0.154925,1.664515,0.112347,0.111264,-0.541472,-0.017403,-0.833142,348.214800,66.594880,354.637000
280.215,1,0.182031,1.659765,0.064396,0.090380,-0.586131,-0.006135,-0.805136,351.215000,72.537290,354.421400
280.326,1,0.207579,1.657223,0.015344,0.078241,-0.615944,0.007298,-0.783861,353.473100,76.674920,353.769400
280.437,1,0.218791,1.659803,-0.008806,0.072757,-0.624777,0.013237,-0.777294,354.458500,77.895190,353.568500
280.547,1,0.225259,1.662097,-0.025577,0.073964,-0.621603,0.008492,-0.779786,353.984600,77.439220,353.928000
280.659,1,0.227304,1.660543,-0.032673,0.076172,-0.615750,0.010265,-0.784184,353.867700,76.619030,353.653700
