timestamp,level,px,py,pz,rx,ry,rz,rw,ex,ey,ez
83.549,1,-0.202582,1.605786,-0.027611,0.130907,0.074619,-0.038956,0.987815,15.333460,8.180163,356.586300
83.662,1,-0.202291,1.603900,-0.025139,0.136534,0.076686,-0.038790,0.986901,15.988250,8.420387,356.682900
83.773,1,-0.203502,1.601810,-0.023017,0.144491,0.073395,-0.037529,0.986067,16.885740,8.043921,356.836700
83.885,1,-0.206455,1.599603,-0.020586,0.154588,0.061711,-0.035852,0.985398,18.004220,6.674383,356.891200
83.996,1,-0.208526,1.597140,-0.019275,0.162834,0.052928,-0.032984,0.984681,18.915290,5.671812,357.108600
84.106,1,-0.211404,1.593869,-0.016764,0.174817,0.038106,-0.029782,0.983412,20.249230,3.944307,357.235400
84.218,1,-0.212917,1.592058,-0.014496,0.181540,0.031245,-0.029633,0.982440,21.011580,3.109260,357.121500
84.328,1,-0.214906,1.589027,-0.010021,0.191160,0.025938,-0.029079,0.980785,22.115910,2.459912,357.084300
84.440,1,-0.217252,1.580844,-0.004512,0.218527,0.018820,-0.028744,0.975226,25.296880,1.530356,356.966900
84.551,1,-0.216804,1.563757,0.006350,0.273695,0.019058,-0.035041,0.960989,31.828030,1.176647,356.158900
84.662,1,-0.210190,1.545525,0.019130,0.319366,0.041513,-0.045897,0.945609,37.430630,3.551752,355.646000
84.773,1,-0.199917,1.531195,0.032983,0.351028,0.065422,-0.060509,0.932115,41.476600,6.089597,354.879200
84.882,1,-0.179045,1.517425,0.054132,0.383498,0.098413,-0.075006,0.915215,45.785100,10.126360,354.914800
84.992,1,-0.155565,1.516981,0.077341,0.379578,0.126029,-0.091279,0.911979,45.671170,13.285180,354.183700
85.103,1,-0.125306,1.528575,0.104779,0.334383,0.166430,-0.100455,0.922170,40.553170,18.395350,354.413100
85.213,1,-0.084042,1.553203,0.128121,0.244913,0.255651,-0.087036,0.931174,30.040700,30.049140,357.559100
85.326,1,-0.045881,1.573198,0.140202,0.182776,0.354946,-0.074370,0.913825,22.758290,42.376940,359.616500
85.438,1,-0.017907,1.584549,0.145609,0.143126,0.432728,-0.071975,0.887176,18.436100,51.964810,359.768100
85.550,1,0.011132,1.594444,0.147321,0.113816,0.518483,-0.070872,0.844511,15.410290,63.081740,359.900100
85.662,1,0.031623,1.601768,0.147477,0.093374,0.593115,-0.073002,0.796346,13.610070,73.318400,359.675400
85.772,1,0.048078,1.602705,0.151431,0.078267,0.662859,-0.080526,0.740275,12.863760,83.581520,359.091200
85.885,1,0.060116,1.601185,0.161770,0.068664,0.721149,-0.086906,0.683869,12.665480,92.910620,358.835400
85.995,1,0.065669,1.598071,0.174006,0.057857,0.775402,-0.094315,0.621699,12.603470,102.377700,358.382500
86.106,1,0.063910,1.592413,0.199443,0.039844,0.845502,-0.106110,0.521804,12.768550,116.353000,357.451800
86.217,1,0.054306,1.589827,0.229475,0.025532,0.899337,-0.110145,0.422385,12.690460,129.376700,357.231400
86.328,1,0.032245,1.592003,0.279994,0.020589,0.947378,-0.123955,0.294425,14.299390,145.219600,357.990400
86.439,1,0.013456,1.594250,0.320626,0.014963,0.966064,-0.134527,0.219996,15.456540,154.098000,358.199600
86.550,1,-0.010178,1.593312,0.364638,0.003908,0.978117,-0.151855,0.142169,17.347980,163.134500,357.866600
86.661,1,-0.024076,1.592418,0.392827,0.006200,0.980136,-0.167392,0.106181,19.235410,167.393600,358.580200
86.772,1,-0.032800,1.592920,0.409035,-0.001112,0.981111,-0.170547,0.091288,19.538930,169.019400,357.973900
86.883,1,-0.036639,1.590945,0.411930,-0.004820,0.981654,-0.175288,0.074883,20.085500,170.889600,357.820700
86.994,1,-0.036103,1.587745,0.408395,-0.002420,0.980201,-0.183608,0.074078,21.074880,170.991300,358.038100
87.103,1,-0.034986,1.587291,0.400083,-0.007386,0.979869,-0.184559,0.075764,21.135110,170.670700,357.392000
87.212,1,-0.032213,1.586505,0.385503,-0.008120,0.978680,-0.188764,0.080550,21.602870,170.045100,357.145400
87.319,1,-0.028695,1.586963,0.368252,-0.009416,0.977208,-0.191618,0.090871,21.887830,168.738500,356.711500
87.429,1,-0.024835,1.587480,0.340721,-0.009044,0.975582,-0.193712,0.103121,22.092260,167.236400,356.436100
87.530,1,-0.020979,1.587871,0.316142,-0.009024,0.973523,-0.197172,0.115302,22.446630,165.714600,356.089000
87.643,1,-0.016532,1.587007,0.287958,-0.008963,0.969934,-0.204556,0.131548,23.231930,163.638800,355.555800
87.755,1,-0.014332,1.584541,0.264690,-0.007533,0.966388,-0.214220,0.141941,24.324250,162.265500,355.255300
87.866,1,-0.014879,1.580711,0.237865,-0.005001,0.963788,-0.224118,0.144428,25.503080,161.884500,355.273000
87.978,1,-0.017265,1.578467,0.218869,-0.003053,0.962463,-0.227903,0.147365,25.963390,161.515000,355.339800
88.089,1,-0.022966,1.576522,0.196989,-0.005554,0.961283,-0.233902,0.145583,26.620280,161.579600,354.944300
88.200,1,-0.027902,1.574821,0.179535,-0.007250,0.961423,-0.237328,0.138883,27.021890,162.323600,354.856500
88.311,1,-0.030754,1.573808,0.165797,-0.007320,0.960736,-0.240916,0.137450,27.445270,162.447800,354.809000
88.422,1,-0.031487,1.572710,0.155898,-0.005923,0.961158,-0.241613,0.133278,27.572940,163.006700,355.095200
88.533,1,-0.029601,1.573271,0.149396,-0.009739,0.962558,-0.243871,0.117957,27.851600,164.799000,355.050600
88.645,1,-0.023593,1.571149,0.147950,-0.008058,0.965882,-0.240135,0.096661,27.537280,167.587600,355.991200
88.757,1,-0.015286,1.568382,0.151065,-0.007559,0.966126,-0.246763,0.075177,28.403040,170.248100,356.629900
88.867,1,-0.005787,1.566232,0.153149,-0.006077,0.969213,-0.241984,0.045085,27.938300,174.131100,357.820400
88.978,1,-0.000839,1.559412,0.150371,-0.006229,0.969114,-0.244317,0.032987,28.237730,175.639700,358.166200
