timestamp,level,px,py,pz,rx,ry,rz,rw,ex,ey,ez
142.771,1,0.143894,1.675818,-0.163307,-0.046573,-0.014334,0.042824,-0.997894,5.403933,1.416996,355.152300
142.884,1,0.141676,1.682083,-0.162011,-0.026259,-0.010715,0.039854,-0.998803,3.055857,1.108047,355.459600
142.996,1,0.139458,1.688474,-0.160946,-0.002964,-0.004609,0.037917,-0.999266,0.359435,0.514857,355.655500
143.107,1,0.136843,1.696904,-0.160590,0.030076,0.006190,0.034913,-0.998919,356.530400,359.410700,356.014400
143.219,1,0.135782,1.700562,-0.159580,0.044011,0.010647,0.032493,-0.998446,354.918300,358.941500,356.319100
143.330,1,0.136287,1.702121,-0.157594,0.050947,0.012019,0.030034,-0.998177,354.120800,358.794100,356.615000
143.442,1,0.137664,1.700835,-0.156385,0.047184,0.013387,0.029150,-0.998371,354.549000,358.619700,356.720800
143.553,1,0.139483,1.698560,-0.155822,0.037462,0.015746,0.027720,-0.998789,355.658200,358.311700,356.884500
143.664,1,0.141777,1.693781,-0.155011,0.017514,0.020309,0.027857,-0.999252,357.929300,357.728300,356.847300
143.775,1,0.143184,1.685992,-0.154636,-0.015548,0.030788,0.029631,-0.998966,1.675526,356.418900,356.549700
143.886,1,0.142211,1.672739,-0.154192,-0.071135,0.054853,0.030030,-0.995505,7.951561,353.420200,356.086500
143.996,1,0.139494,1.667170,-0.153825,-0.089958,0.080068,0.028558,-0.992311,10.018060,350.410900,355.860700
144.107,1,0.137373,1.663773,-0.151902,-0.100145,0.103236,0.025044,-0.989286,11.126400,347.685100,355.895700
144.218,1,0.136894,1.661336,-0.151872,-0.106605,0.115483,0.025092,-0.987254,11.811780,346.206700,355.654400
144.328,1,0.136660,1.660831,-0.153705,-0.109855,0.123063,0.025930,-0.985959,12.136580,345.283000,355.413800
144.440,1,0.136739,1.661303,-0.155519,-0.108676,0.125405,0.024354,-0.985835,12.014880,345.036300,355.586100
144.551,1,0.137495,1.659769,-0.156684,-0.115536,0.125940,0.026460,-0.984932,12.763380,344.892100,355.222800
144.662,1,0.133405,1.660388,-0.154260,-0.121461,0.127530,0.028172,-0.983967,13.405470,344.631000,354.903100
144.773,1,0.120674,1.661672,-0.148295,-0.122154,0.134142,0.028904,-0.982980,13.438180,343.835200,354.714600
144.885,1,0.102112,1.663822,-0.140241,-0.122556,0.143046,0.035034,-0.981474,13.329290,342.699100,353.874500
144.996,1,0.086076,1.666060,-0.133381,-0.123328,0.139924,0.038771,-0.981687,13.372940,343.009700,353.470300
145.107,1,0.065490,1.669002,-0.126163,-0.120214,0.130038,0.044090,-0.983206,12.998340,344.138500,353.046400
145.218,1,0.049648,1.669716,-0.120596,-0.117966,0.121756,0.048101,-0.984351,12.739920,345.085000,352.730400
145.329,1,0.031423,1.669382,-0.115126,-0.118375,0.106012,0.049548,-0.986050,12.881920,346.909100,352.762500
145.440,1,0.016470,1.670358,-0.111878,-0.113091,0.093757,0.051514,-0.987809,12.343070,348.373100,352.768000
145.551,1,0.003815,1.672926,-0.109789,-0.102127,0.075790,0.053463,-0.990438,11.197790,350.550600,352.892000
145.663,1,-0.005378,1.674932,-0.107233,-0.087984,0.052027,0.052691,-0.993366,9.748187,353.437500,353.367200
145.774,1,-0.009487,1.680257,-0.104799,-0.063485,0.026759,0.054542,-0.996132,7.097589,356.520000,353.516100
145.886,1,-0.013137,1.683342,-0.099086,-0.044827,-0.007240,0.059175,-0.997214,5.178634,0.525538,353.231800
145.996,1,-0.017148,1.670618,-0.085894,-0.088900,-0.032172,0.062890,-0.993532,10.410300,3.074206,353.036300
146.107,1,-0.022035,1.629280,-0.060967,-0.222311,-0.060573,0.074151,-0.970263,26.128360,5.405308,352.514600
146.217,1,-0.022053,1.606161,-0.043846,-0.280927,-0.082897,0.082958,-0.952537,33.294400,7.652977,352.336600
146.327,1,-0.019025,1.599401,-0.030455,-0.289147,-0.106316,0.084324,-0.947618,34.467060,10.675640,353.150000
146.438,1,-0.013946,1.596544,-0.024790,-0.288668,-0.129479,0.090305,-0.944326,34.651210,13.526190,353.312200
146.549,1,0.003323,1.587953,-0.020395,-0.303030,-0.183756,0.106440,-0.929019,37.024730,20.294780,353.787100
146.657,1,0.025739,1.585895,-0.017536,-0.304743,-0.236117,0.110473,-0.916066,37.625540,27.463550,355.764900
146.757,1,0.053859,1.586855,-0.013217,-0.295950,-0.276968,0.114209,-0.907005,36.878510,32.928370,356.901400
146.872,1,0.104071,1.586757,-0.005742,-0.283762,-0.307875,0.119657,-0.900208,35.772500,36.833590,357.124200
146.980,1,0.142195,1.586580,-0.001744,-0.277591,-0.314909,0.127439,-0.898630,35.391890,37.407320,356.187200
147.093,1,0.214263,1.584260,0.008955,-0.270825,-0.319293,0.143171,-0.896776,35.251490,37.322460,354.107400
147.205,1,0.284008,1.580169,0.022874,-0.271498,-0.321736,0.143653,-0.895622,35.363060,37.664890,354.185600
147.315,1,0.340568,1.576484,0.038600,-0.276987,-0.321501,0.143737,-0.894011,35.992690,37.739590,354.403800
147.424,1,0.403942,1.573575,0.060710,-0.276584,-0.316408,0.138488,-0.896777,35.711560,37.197730,354.816400
147.534,1,0.442183,1.573039,0.075994,-0.271067,-0.314186,0.134042,-0.899913,34.896870,36.931090,355.039400
