model,n,b_source,se_source,ci_lo_source,ci_hi_source,t_source,df_source,p_source,beta_std_source,b_cue,se_cue,ci_lo_cue,ci_hi_cue,p_cue,beta_std_cue,R2m_full,R2m_no_source,dR2m_source,chisq_source,p_lrt_source
world vertical y,744,0.41601564739206903,0.032740977862659434,0.3518445099626334,0.4801867848215047,12.706268247000901,732.7414177416155,1.4284141823419806e-33,0.38489066874777056,0.40718645161123834,0.024757816958250987,0.3586620220372314,0.4557108811852453,6.78866497772825e-52,0.495534574891451,0.6794743469062531,0.6086006734508261,0.07087367345542694,146.66426197745534,9.292354809255919e-34
world lateral x,744,0.6841665092422613,0.027814824501335957,0.6296504549833406,0.738682563501182,24.59718950264815,740.9999999969826,3.923426716241975e-98,0.614233747383572,0.30924537278518444,0.022543927386278726,0.26506008703799194,0.35343065853237693,2.5118981607709346e-38,0.34254830268688785,0.8277037691300888,0.6874333262495881,0.14027044288050072,444.0995742982836,1.3874908885848886e-98
world depth z,744,0.610776645305902,0.030756348055622836,0.5504953108209028,0.6710579797909013,19.858555515151306,737.1889266010996,1.2649443897106362e-70,0.5435665038800059,0.352634275619913,0.024238941555383645,0.3051268231479898,0.40014172809183624,2.3705836346502545e-42,0.39814764830672317,0.799596081484563,0.693325959187328,0.10627012229723498,317.26150936834847,5.720206231547022e-71
