"term","b_broken","se_broken","z_broken","p_broken","b_correct","se_correct","z_correct","p_correct"
"stimDisparity_c",0.702415302685997,0.0972386934818173,7.22361929736687,5.06218495633649e-13,1.15116767233806,0.137365135352856,8.38034825489741,5.27713276377875e-17
"trialSequence_c",-0.00353351993733517,0.00213931364541067,-1.65170728701488,0.0985942364593476,-0.00818646687805481,0.00293017989678126,-2.79384446226236,0.00520855238523728
"soundTypeFlute",-0.0699561607695528,0.0422235498308472,-1.65680434377985,0.0975590385305106,-0.0747883667550143,0.0572328656172463,-1.30673811189489,0.191301670220029
"soundTypeSpeech",-0.0465379864407814,0.0412917766006056,-1.12705217048227,0.259720423949538,-0.0749074887495747,0.0574470536030043,-1.30393961137212,0.192254173099766
"soundTypePink Noise",-0.0513440290773457,0.0420019137120733,-1.22242118369447,0.221548392423762,-0.0790155348252653,0.057062873250999,-1.38471006319125,0.166141140761608
