"tau","slope","se","t","p","ci_low","ci_high"
0.25,0.405209610000445,0.117370426399825,3.45239957312662,0.000588466448981251,0.175163574256788,0.635255645744101
0.5,0.0382466348419311,0.120113958721118,0.318419567959896,0.750260074467591,-0.19717672425146,0.273669993935322
0.75,-0.262982865992524,0.109864340399633,-2.39370541010777,0.0169370069533614,-0.478316973175805,-0.0476487588092425
