participantId,trialSequenceNum,angDisp_mean_deg,dist_mean_m,cueEcc_mean_deg,frac_time_cue_within_55deg,angDisp_mean_deg_matched,dist_mean_m_matched,cueEcc_mean_deg_matched,frac_time_cue_within_55deg_matched
P003,14,29.491095042563227,0.5450344953160131,39.907876699798415,0.6685203574975168,34.71873829069594,0.49952812668467933,41.96508310564114,0.585642902001475
P003,15,40.604781016477254,0.4899534430826501,22.799344498324885,0.85303940467118,43.97312948891025,0.451383818077067,16.864514481171756,0.9080923708065934
P008,10,44.47714422273664,0.7340745812027233,59.49421137685635,0.6209924860251727,54.8178605926194,0.5731745419838314,49.116331132517,0.6793974040416322
P008,11,22.764897714843094,0.6138904611357868,69.37433953895909,0.36865625904424804,29.615629221020114,0.5687468409224649,49.97660651450371,0.6165186018543717
P030,1,11.331043403249016,0.5339280697123044,36.29650290038805,0.9208370533966131,11.294451134098592,0.4312885929589975,34.384084048033465,1
P030,2,15.583775725223708,0.6672121637846415,28.970425565416416,0.8976403580146461,15.17989338302466,0.6726356916047854,28.32948615705036,0.8972461220587784
