participantId,level,run_id,run_start,run_end,run_samples,run_duration,levelTime,n_runs,run_dur_diff,is_matched_run
P012,7,7,633.542,719.91,785,86.36799999999994,86.493408203125,1,-0.12540820312506185,TRUE
P012,8,8,720.021,761.659,376,41.638000000000034,41.77239990234375,1,-0.13439990234371635,TRUE
P012,9,9,761.767,925.471,1478,163.70399999999995,163.7760009765625,1,-0.07200097656254911,TRUE
P012,10,10,925.583,1001.096,681,75.51300000000003,75.70013427734375,1,-0.18713427734371635,TRUE
P012,11,11,1001.2,1021.396,183,20.195999999999913,20.23822021484375,1,-0.04222021484383731,TRUE
P012,12,12,1021.508,1038.727,156,17.21900000000005,17.3719482421875,1,-0.15294824218744907,TRUE
P012,13,13,1038.838,1073.393,312,34.555000000000064,34.65283203125,1,-0.09783203124993634,TRUE
P012,14,14,1073.505,1180.801,977,107.29599999999982,107.3516845703125,1,-0.05568457031267826,TRUE
P012,15,15,1180.911,1197.469,150,16.557999999999993,16.710205078125,1,-0.15220507812500728,TRUE
P012,16,16,1197.58,1229.03,285,31.450000000000045,31.5338134765625,1,-0.08381347656245453,TRUE
P012,17,17,1229.141,1246.367,156,17.225999999999885,17.349853515625,1,-0.1238535156251146,TRUE
P012,18,18,1246.478,1303.794,517,57.31600000000003,57.4688720703125,1,-0.15287207031246908,TRUE
P012,19,19,1303.905,1322.275,167,18.37000000000012,18.4522705078125,1,-0.08227050781238177,TRUE
P012,20,20,1322.386,1330.981,79,8.595000000000027,8.7071533203125,1,-0.11215332031247272,TRUE
P012,21,21,1331.093,1344.981,126,13.88799999999992,13.9583740234375,1,-0.07037402343758004,TRUE
P012,22,22,1345.092,1359.43,131,14.337999999999965,14.5198974609375,1,-0.18189746093753456,TRUE
P012,23,23,1359.532,1368.968,86,9.43600000000015,9.466796875,1,-0.030796874999850843,TRUE
P012,24,24,1369.079,1396.41,247,27.33100000000013,27.4427490234375,1,-0.11174902343736903,TRUE
P013,1,1,51.189,73.4,201,22.211000000000006,22.404586791992188,1,-0.19358679199218187,TRUE
P013,2,2,73.514,89.636,148,16.122,16.194412231445312,1,-0.07241223144531261,TRUE
P013,3,3,89.747,118.416,259,28.668999999999997,28.73853302001953,1,-0.06953302001953432,TRUE
P013,4,4,118.526,160.527,379,42.00099999999999,42.139259338378906,1,-0.13825933837891569,TRUE
P013,5,5,160.638,176.527,144,15.888999999999982,15.999755859375,1,-0.11075585937501842,TRUE
P013,6,6,176.637,198.637,199,22,22.151138305664062,1,-0.1511383056640625,TRUE
P013,7,7,198.748,219.529,188,20.781000000000006,20.850677490234375,1,-0.06967749023436909,TRUE
P013,8,8,219.64,238.637,172,18.997000000000014,19.164199829101562,1,-0.1671998291015484,TRUE
P013,9,9,238.75,251.067,112,12.317000000000007,12.346588134765625,1,-0.029588134765617724,TRUE
P013,10,10,251.178,261.403,93,10.225000000000023,10.335922241210938,1,-0.11092224121091476,TRUE
P013,11,11,261.513,271.845,94,10.33200000000005,10.484039306640625,1,-0.15203930664057452,TRUE
P013,12,12,271.956,286.625,133,14.668999999999983,14.77947998046875,1,-0.11047998046876728,TRUE
P013,13,13,286.735,306.154,176,19.418999999999983,19.515869140625,1,-0.09686914062501728,TRUE
P013,14,14,306.265,319.262,118,12.997000000000014,13.0799560546875,1,-0.0829560546874859,TRUE
P013,15,15,319.374,341.031,197,21.656999999999982,21.87066650390625,1,-0.21366650390626774,TRUE
P013,16,16,341.147,364.502,217,23.355000000000018,23.459197998046875,1,-0.10419799804685681,TRUE
P013,17,17,364.606,387.785,212,23.17900000000003,23.24871826171875,1,-0.06971826171871953,TRUE
P013,18,18,387.896,429.762,379,41.865999999999985,41.92138671875,1,-0.05538671875001455,TRUE
P013,19,19,429.873,457.208,247,27.335000000000036,27.4879150390625,1,-0.15291503906246362,TRUE
P013,20,20,457.32,478.194,189,20.874000000000024,20.957855224609375,1,-0.08385522460935135,TRUE
P013,21,21,478.306,494.194,144,15.888000000000034,16.0550537109375,1,-0.16705371093746635,TRUE
P013,22,22,494.305,557.012,566,62.70699999999994,62.7496337890625,1,-0.04263378906256321,TRUE
P013,23,23,557.124,565.789,79,8.664999999999964,8.86041259765625,1,-0.19541259765628638,TRUE
P013,24,24,565.903,585.568,178,19.664999999999964,19.75079345703125,1,-0.08579345703128638,TRUE
P014,1,1,55.08,78.526,212,23.445999999999998,23.58484649658203,1,-0.1388464965820333,TRUE
P014,2,2,78.637,119.631,370,40.994,41.1470947265625,1,-0.15309472656250023,TRUE
P014,3,3,119.742,162.198,383,42.456,42.53864288330078,1,-0.08264288330077818,TRUE
P014,4,4,162.309,192.527,273,30.21799999999999,30.385223388671875,1,-0.1672233886718857,TRUE
P014,5,5,192.639,212.417,179,19.77799999999999,19.79193115234375,1,-0.013931152343758413,TRUE
P014,6,6,212.528,270.578,524,58.04999999999998,58.17498779296875,1,-0.12498779296876705,TRUE
P014,7,7,270.688,287.577,153,16.88900000000001,17.082244873046875,1,-0.193244873046865,TRUE
P014,8,8,287.688,379.57,828,91.882,91.92425537109375,1,-0.042255371093745,TRUE
P014,9,9,379.682,419.457,359,39.77499999999998,39.88623046875,1,-0.11123046875002274,TRUE
P014,10,10,419.567,474.118,492,54.55099999999999,54.703094482421875,1,-0.15209448242188728,TRUE
P014,11,11,474.229,493.24,172,19.011000000000024,19.108245849609375,1,-0.0972458496093509,TRUE
P014,12,12,493.352,520.239,243,26.887000000000057,26.9429931640625,1,-0.0559931640624427,TRUE
P014,13,13,520.349,532.573,111,12.223999999999933,12.3350830078125,1,-0.1110830078125673,TRUE
P014,14,14,532.685,545.126,113,12.441000000000031,12.579833984375,1,-0.13883398437496908,TRUE
P014,15,15,545.237,592.013,422,46.77600000000007,46.900634765625,1,-0.1246347656249327,TRUE
P014,16,16,592.123,613.232,191,21.108999999999924,21.2607421875,1,-0.1517421875000764,TRUE
P014,17,17,613.345,658.105,404,44.75999999999999,44.8173828125,1,-0.057382812500009095,TRUE
P014,18,18,658.216,674.213,145,15.996999999999957,16.14990234375,1,-0.15290234375004275,TRUE
P014,19,19,674.324,698.214,216,23.8900000000001,24.02886962890625,1,-0.13886962890614996,TRUE
P014,20,20,698.325,734.541,327,36.21600000000001,36.28582763671875,1,-0.06982763671874181,TRUE
P014,21,21,734.652,757.762,209,23.1099999999999,23.17877197265625,1,-0.06877197265635004,TRUE
P014,22,22,757.873,802.204,400,44.330999999999904,44.47015380859375,1,-0.1391538085938464,TRUE
P014,23,23,802.315,845.867,393,43.55199999999991,43.620849609375,1,-0.06884960937509277,TRUE
P014,24,24,845.978,875.533,267,29.555000000000064,29.69415283203125,1,-0.13915283203118634,TRUE
P015,1,1,75.499,103.169,250,27.67,27.806922912597656,1,-0.13692291259765454,TRUE
P015,2,2,103.28,120.615,157,17.334999999999994,17.43157958984375,1,-0.09657958984375625,TRUE
P015,3,3,120.726,139.39,169,18.663999999999987,18.83081817626953,1,-0.16681817626954398,TRUE
P015,4,4,139.501,157.835,166,18.334000000000003,18.389663696289062,1,-0.05566369628905932,TRUE
P015,5,5,157.945,176.611,169,18.665999999999997,18.776351928710938,1,-0.11035192871094068,TRUE
P015,6,6,176.723,198.722,199,21.998999999999995,22.17987060546875,1,-0.18087060546875477,TRUE
P015,7,7,198.835,221.726,207,22.89099999999999,23.018585205078125,1,-0.12758520507813387,TRUE
P015,8,8,221.838,239.392,159,17.554000000000002,17.609634399414062,1,-0.055634399414060454,TRUE
P015,9,9,239.503,263.725,219,24.222000000000037,24.2918701171875,1,-0.06987011718746317,TRUE
P015,10,10,263.836,300.706,335,36.870000000000005,37.07830810546875,1,-0.20830810546874545,TRUE
P015,11,11,300.818,324.489,214,23.670999999999992,23.754791259765625,1,-0.08379125976563273,TRUE
P015,12,12,324.601,336.709,110,12.108000000000004,12.206939697265625,1,-0.09893969726562091,TRUE
P015,13,13,336.821,348.82,109,11.998999999999967,12.055023193359375,1,-0.0560231933594082,TRUE
P015,14,14,348.931,364.82,144,15.88900000000001,16.028076171875,1,-0.13907617187499,TRUE
P015,15,15,364.932,397.376,293,32.44399999999996,32.54180908203125,1,-0.09780908203129002,TRUE
P015,16,16,397.487,411.822,130,14.33499999999998,14.487060546875,1,-0.15206054687502046,TRUE
P015,17,17,411.933,423.902,109,11.968999999999994,12.0657958984375,1,-0.09679589843750591,TRUE
P015,18,18,424.012,440.875,153,16.863,16.93170166015625,1,-0.06870166015625045,TRUE
P015,19,19,440.986,461.613,192,20.62700000000001,20.754486083984375,1,-0.12748608398436545,TRUE
P015,20,20,461.718,480.169,167,18.450999999999965,18.622955322265625,1,-0.17195532226566002,TRUE
P015,21,21,480.282,495.281,136,14.999000000000024,15.098114013671875,1,-0.09911401367185135,TRUE
P015,22,22,495.392,507.503,110,12.11099999999999,12.15203857421875,1,-0.041038574218760004,TRUE
P015,23,23,507.614,526.726,173,19.112000000000023,19.237030029296875,1,-0.1250300292968518,TRUE
P015,24,24,526.837,543.059,147,16.22199999999998,16.37469482421875,1,-0.15269482421877,TRUE
P016,1,1,88.932,125.913,334,36.980999999999995,37.10631561279297,1,-0.1253156127929742,TRUE
P016,2,2,126.024,143.573,160,17.549000000000007,17.65996551513672,1,-0.11096551513671216,TRUE
P016,3,3,143.685,160.691,154,17.006,17.172714233398438,1,-0.16671423339843727,TRUE
P016,4,4,160.802,189.465,259,28.66300000000001,28.787704467773438,1,-0.12470446777342659,TRUE
P016,5,5,189.578,213.686,218,24.108000000000004,24.151275634765625,1,-0.04327563476562091,TRUE
P016,6,6,213.797,244.446,280,30.649,30.78961181640625,1,-0.1406118164062491,TRUE
P016,7,7,244.555,256.559,109,12.004000000000019,12.15283203125,1,-0.1488320312499809,TRUE
P016,8,8,256.672,274.11,158,17.437999999999988,17.510162353515625,1,-0.07216235351563682,TRUE
P016,9,9,274.221,291.556,157,17.33499999999998,17.445220947265625,1,-0.11022094726564546,TRUE
P016,10,10,291.667,316.442,224,24.775000000000034,24.8870849609375,1,-0.1120849609374659,TRUE
P016,11,11,316.553,339.993,212,23.439999999999998,23.509307861328125,1,-0.06930786132812727,TRUE
P016,12,12,340.105,352.994,117,12.88900000000001,13.0003662109375,1,-0.11136621093749,TRUE
P016,13,13,353.104,380.073,245,26.968999999999994,27.121368408203125,1,-0.1523684082031309,TRUE
P016,14,14,380.185,408.159,253,27.97399999999999,28.085479736328125,1,-0.11147973632813546,TRUE
P016,15,15,408.27,421.158,117,12.888000000000034,13.0538330078125,1,-0.16583300781246635,TRUE
P016,16,16,421.269,441.25,188,19.980999999999995,20.02752685546875,1,-0.04652685546875546,TRUE
P016,17,17,441.357,468.401,245,27.043999999999983,27.16046142578125,1,-0.11646142578126728,TRUE
P016,18,18,468.512,481.718,120,13.206000000000017,13.358734130859375,1,-0.15273413085935772,TRUE
P016,19,19,481.831,494.162,112,12.33099999999996,12.4158935546875,1,-0.08489355468753956,TRUE
P016,20,20,494.273,511.445,163,17.17199999999997,17.285308837890625,1,-0.11330883789065638,TRUE
P016,21,21,511.559,532.452,189,20.892999999999972,21.00531005859375,1,-0.11231005859377774,TRUE
P016,22,22,532.563,545.338,116,12.774999999999977,12.88616943359375,1,-0.11116943359377274,TRUE
P016,23,23,545.449,563.115,160,17.666000000000054,17.76324462890625,1,-0.09724462890619634,TRUE
P016,24,24,563.227,580.583,159,17.355999999999995,17.4266357421875,1,-0.07063574218750546,TRUE
P017,1,1,50.758,76.756,235,25.997999999999998,26.19208526611328,1,-0.1940852661132837,TRUE
P017,2,2,76.872,90.742,126,13.870000000000005,13.973411560058594,1,-0.1034115600585892,TRUE
P017,3,3,90.853,124.295,302,33.44200000000001,33.51036834716797,1,-0.06836834716796147,TRUE
P017,4,4,124.406,139.629,138,15.222999999999985,15.30645751953125,1,-0.08345751953126523,TRUE
P017,5,5,139.74,158.07,166,18.329999999999984,18.5098876953125,1,-0.17988769531251592,TRUE
P017,6,6,158.181,177.736,177,19.55499999999998,19.597854614257812,1,-0.0428546142578341,TRUE
P017,7,7,177.847,204.622,242,26.775000000000006,26.940338134765625,1,-0.16533813476561932,TRUE
P017,8,8,204.733,220.51,143,15.776999999999987,15.83355712890625,1,-0.05655712890626319,TRUE
P017,9,9,220.622,238.954,166,18.331999999999994,18.52667236328125,1,-0.19467236328125637,TRUE
P017,10,10,239.068,271.27,291,32.20199999999997,32.28846740722656,1,-0.08646740722659274,TRUE
P017,11,11,271.381,291.698,184,20.317000000000007,20.3720703125,1,-0.055070312499992724,TRUE
P017,12,12,291.809,304.033,111,12.22399999999999,12.432373046875,1,-0.20837304687501046,TRUE
P017,13,13,304.144,327.597,212,23.452999999999975,23.564178466796875,1,-0.11117846679690047,TRUE
P017,14,14,327.708,352.957,229,25.248999999999967,25.303558349609375,1,-0.0545583496094082,TRUE
P017,15,15,353.068,367.847,134,14.778999999999996,14.932281494140625,1,-0.15328149414062864,TRUE
P017,16,16,367.96,382.732,134,14.772000000000048,14.899932861328125,1,-0.1279328613280768,TRUE
P017,17,17,382.844,414.94,290,32.096000000000004,32.151947021484375,1,-0.05594702148437136,TRUE
P017,18,18,415.051,426.256,102,11.204999999999984,11.3280029296875,1,-0.12300292968751592,TRUE
P017,19,19,426.367,445.353,172,18.98599999999999,19.098419189453125,1,-0.112419189453135,TRUE
P017,20,20,445.464,489.823,402,44.35899999999998,44.46942138671875,1,-0.11042138671876955,TRUE
P017,21,21,489.933,503.044,119,13.11099999999999,13.194305419921875,1,-0.083305419921885,TRUE
P017,22,22,503.154,517.822,133,14.668000000000006,14.77667236328125,1,-0.10867236328124363,TRUE
P017,23,23,517.932,536.82,171,18.888000000000034,19.02581787109375,1,-0.13781787109371635,TRUE
P017,24,24,536.93,555.261,166,18.331000000000017,18.46942138671875,1,-0.13842138671873272,TRUE
P018,1,1,81.206,123.104,381,41.897999999999996,42.02308654785156,1,-0.12508654785156637,TRUE
P018,2,2,123.215,145.962,206,22.746999999999986,22.927352905273438,1,-0.18035290527345182,TRUE
P018,3,3,146.075,174.721,259,28.646000000000015,28.730010986328125,1,-0.08401098632811,TRUE
P018,4,4,174.832,202.512,252,27.680000000000007,27.73712158203125,1,-0.05712158203124318,TRUE
P018,5,5,202.623,219.4,156,16.777000000000015,16.974609375,1,-0.19760937499998477,TRUE
P018,6,6,219.501,264.872,411,45.37100000000001,45.41358947753906,1,-0.04258947753905318,TRUE
P018,7,7,264.983,276.983,109,12,12.165496826171875,1,-0.165496826171875,TRUE
P018,8,8,277.095,321.395,402,44.299999999999955,44.35675048828125,1,-0.056750488281295475,TRUE
P018,9,9,321.506,342.258,188,20.75200000000001,20.89105224609375,1,-0.13905224609374045,TRUE
P018,10,10,342.369,352.7,94,10.33099999999996,10.4412841796875,1,-0.11028417968753956,TRUE
P018,11,11,352.811,371.256,167,18.444999999999993,18.555755615234375,1,-0.11075561523438182,TRUE
P018,12,12,371.366,390.695,175,19.329000000000008,19.45379638671875,1,-0.12479638671874227,TRUE
P018,13,13,390.807,401.253,95,10.44599999999997,10.517059326171875,1,-0.07105932617190547,TRUE
P018,14,14,401.365,415.763,131,14.397999999999968,14.578948974609375,1,-0.1809489746094073,TRUE
P018,15,15,415.874,449.201,302,33.327,33.3543701171875,1,-0.02737011718750182,TRUE
P018,16,16,449.312,468.426,173,19.113999999999976,19.266754150390625,1,-0.1527541503906491,TRUE
P018,17,17,468.537,498.756,273,30.218999999999994,30.316253662109375,1,-0.09725366210938091,TRUE
P018,18,18,498.868,513.631,134,14.762999999999977,14.876373291015625,1,-0.11337329101564819,TRUE
P018,19,19,513.741,533.396,178,19.654999999999973,19.749267578125,1,-0.09426757812502728,TRUE
P018,20,20,533.506,548.502,136,14.995999999999981,15.10589599609375,1,-0.1098959960937691,TRUE
P018,21,21,548.612,572.623,218,24.01100000000008,24.19085693359375,1,-0.17985693359366905,TRUE
P018,22,22,572.734,606.067,301,33.33299999999997,33.430419921875,1,-0.09741992187503001,TRUE
P018,23,23,606.18,626.845,187,20.665000000000077,20.7774658203125,1,-0.11246582031242269,TRUE
P018,24,24,626.958,663.063,326,36.10500000000002,36.20477294921875,1,-0.09977294921873181,TRUE
P019,1,1,52.579,111.906,535,59.327000000000005,59.507503509521484,1,-0.1805035095214791,TRUE
P019,2,2,112.007,130.56,168,18.552999999999997,18.62646484375,1,-0.07346484375000273,TRUE
P019,3,3,130.67,149.002,166,18.332000000000022,18.484161376953125,1,-0.15216137695310294,TRUE
P019,4,4,149.115,197.942,441,48.827,48.95454406738281,1,-0.12754406738281432,TRUE
P019,5,5,198.054,209.831,107,11.776999999999987,11.804595947265625,1,-0.027595947265638188,TRUE
P019,6,6,209.941,238.937,262,28.99600000000001,29.14813232421875,1,-0.15213232421874068,TRUE
P019,7,7,239.048,254.161,137,15.113,15.168106079101562,1,-0.055106079101562955,TRUE
P019,8,8,254.272,269.049,134,14.776999999999987,14.915817260742188,1,-0.1388172607422007,TRUE
P019,9,9,269.159,326.889,521,57.73000000000002,57.825836181640625,1,-0.09583618164060681,TRUE
P019,10,10,327.001,374.442,428,47.44100000000003,47.609588623046875,1,-0.16858862304684408,TRUE
P019,11,11,374.554,397.22,205,22.666000000000054,22.735107421875,1,-0.06910742187494634,TRUE
P019,12,12,397.331,411.65,130,14.31899999999996,14.485992431640625,1,-0.16699243164066502,TRUE
P019,13,13,411.764,431.538,179,19.774,19.85968017578125,1,-0.08568017578124909,TRUE
P019,14,14,431.648,512.112,729,80.46399999999994,80.51971435546875,1,-0.05571435546880821,TRUE
P019,15,15,512.212,531.746,179,19.533999999999992,19.6778564453125,1,-0.14385644531250819,TRUE
P019,16,16,531.856,541.416,87,9.56000000000006,9.6806640625,1,-0.12066406249994088,TRUE
P019,17,17,541.527,591.524,451,49.99699999999996,50.09466552734375,1,-0.09766552734379275,TRUE
P019,18,18,591.635,630.13,349,38.495000000000005,38.61962890625,1,-0.12462890624999545,TRUE
P019,19,19,630.242,653.687,212,23.44500000000005,23.57037353515625,1,-0.12537353515619998,TRUE
P019,20,20,653.798,694.572,368,40.774,40.85784912109375,1,-0.08384912109374909,TRUE
P019,21,21,694.683,741.788,425,47.10500000000002,47.18780517578125,1,-0.08280517578123181,TRUE
P019,22,22,741.899,753.898,109,11.999000000000024,12.13848876953125,1,-0.13948876953122635,TRUE
P019,23,23,754.009,811.769,521,57.75999999999999,57.82879638671875,1,-0.0687963867187591,TRUE
P019,24,24,811.88,828.102,147,16.22199999999998,16.4019775390625,1,-0.17997753906252,TRUE
P020,1,1,68.913,69.916,10,1.0030000000000001,1.211517333984375,1,-0.2085173339843749,TRUE
P020,2,2,70.027,139.871,631,69.84400000000001,69.94115447998047,1,-0.09715447998046045,TRUE
P020,3,3,139.985,168.675,260,28.689999999999998,28.734390258789062,1,-0.044390258789064774,TRUE
P020,4,4,168.786,203.897,317,35.11099999999999,35.222625732421875,1,-0.111625732421885,TRUE
P020,5,5,204.007,284.317,724,80.31,80.48828125,1,-0.17828124999999773,TRUE
P020,6,6,284.43,313.093,259,28.66300000000001,28.746368408203125,1,-0.08336840820311409,TRUE
P020,7,7,313.204,347.427,309,34.22300000000001,34.336334228515625,1,-0.11333422851561181,TRUE
P020,8,8,347.538,368.54,190,21.00200000000001,21.084808349609375,1,-0.08280834960936545,TRUE
P020,9,9,368.651,424.258,502,55.60699999999997,55.7042236328125,1,-0.0972236328125291,TRUE
P020,10,10,424.368,481.041,511,56.673,56.796661376953125,1,-0.12366137695312318,TRUE
P020,11,11,481.151,520.804,358,39.65299999999996,39.74853515625,1,-0.09553515625003683,TRUE
P020,12,12,520.915,541.692,188,20.777000000000044,20.97259521484375,1,-0.19559521484370634,TRUE
P020,13,13,541.803,603.263,554,61.460000000000036,61.55731201171875,1,-0.09731201171871362,TRUE
P020,14,14,603.377,632.483,263,29.105999999999995,29.219482421875,1,-0.11348242187500546,TRUE
P020,15,15,632.596,669.149,330,36.553,36.68035888671875,1,-0.12735888671875273,TRUE
P020,16,16,669.261,703.623,312,34.36200000000008,34.4444580078125,1,-0.08245800781241996,TRUE
P020,17,17,703.734,756.572,477,52.837999999999965,52.880859375,1,-0.04285937500003456,TRUE
P020,18,18,756.68,768.302,106,11.622000000000071,11.7713623046875,1,-0.14936230468742906,TRUE
P020,19,19,768.412,792.846,221,24.43399999999997,24.55462646484375,1,-0.12062646484378092,TRUE
P020,20,20,792.956,802.394,89,9.437999999999988,9.5843505859375,1,-0.14635058593751182,TRUE
P020,21,21,802.496,817.23,137,14.734000000000037,14.77520751953125,1,-0.04120751953121271,TRUE
P020,22,22,817.341,846.83,268,29.489000000000033,29.57330322265625,1,-0.08430322265621726,TRUE
P020,23,23,846.941,863.911,156,16.969999999999914,17.09454345703125,1,-0.1245434570313364,TRUE
P020,24,24,864.023,886.679,205,22.65599999999995,22.83538818359375,1,-0.17938818359380093,TRUE
P021,1,1,59.315,74.759,140,15.444000000000003,15.638282775878906,1,-0.19428277587890364,TRUE
P021,2,2,74.874,97.538,205,22.664,22.792266845703125,1,-0.12826684570312352,TRUE
P021,3,3,97.649,120.982,211,23.333,23.443946838378906,1,-0.11094683837890784,TRUE
P021,4,4,121.093,138.205,155,17.11200000000001,17.18097686767578,1,-0.06897686767577227,TRUE
P021,5,5,138.316,162.204,216,23.888000000000005,23.986114501953125,1,-0.09811450195311977,TRUE
P021,6,6,162.315,176.317,127,14.00200000000001,14.098342895507812,1,-0.09634289550780295,TRUE
P021,7,7,176.427,184.429,73,8.00200000000001,8.167938232421875,1,-0.16593823242186545,TRUE
P021,8,8,184.542,201.427,153,16.88499999999999,16.9420166015625,1,-0.057016601562509095,TRUE
P021,9,9,201.538,217.651,146,16.113,16.293701171875,1,-0.18070117187500045,TRUE
P021,10,10,217.762,232.984,138,15.222000000000008,15.263214111328125,1,-0.04121411132811659,TRUE
P021,11,11,233.094,278.621,411,45.52699999999999,45.6376953125,1,-0.11069531250001319,TRUE
P021,12,12,278.732,287.38,79,8.647999999999968,8.8006591796875,1,-0.1526591796875323,TRUE
P021,13,13,287.491,304.165,151,16.674000000000035,16.742584228515625,1,-0.06858422851558998,TRUE
P021,14,14,304.276,337.164,297,32.88799999999998,33.05487060546875,1,-0.1668706054687732,TRUE
P021,15,15,337.277,348.929,106,11.651999999999987,11.751495361328125,1,-0.09949536132813819,TRUE
P021,16,16,349.04,366.152,155,17.111999999999966,17.16741943359375,1,-0.05541943359378365,TRUE
P021,17,17,366.263,378.816,114,12.552999999999997,12.677978515625,1,-0.12497851562500273,TRUE
P021,18,18,378.927,394.148,138,15.221000000000004,15.346405029296875,1,-0.12540502929687136,TRUE
P021,19,19,394.26,417.704,212,23.444000000000017,23.513397216796875,1,-0.06939721679685817,TRUE
P021,20,20,417.815,433.258,140,15.442999999999984,15.651824951171875,1,-0.20882495117189137,TRUE
P021,21,21,433.369,472.679,355,39.309999999999945,39.3367919921875,1,-0.02679199218755457,TRUE
P021,22,22,472.788,488.566,143,15.777999999999963,15.886993408203125,1,-0.10899340820316183,TRUE
P021,23,23,488.677,514.568,234,25.890999999999963,26.07122802734375,1,-0.1802280273437873,TRUE
P021,24,24,514.681,539.565,225,24.884000000000015,24.9700927734375,1,-0.08609277343748545,TRUE
P022,1,1,221.16,287.642,600,66.482,66.63130187988281,1,-0.14930187988281318,TRUE
P022,2,2,287.754,337.25,449,49.49599999999998,49.565765380859375,1,-0.0697653808593941,TRUE
P022,3,3,337.362,361.946,224,24.584000000000003,24.78009033203125,1,-0.19609033203124682,TRUE
P022,4,4,362.06,434.675,655,72.61500000000001,72.659454345703125,1,-0.044454345703115905,TRUE
P022,5,5,434.788,455.09,184,20.301999999999964,20.427764892578125,1,-0.12576489257816093,TRUE
P022,6,6,455.201,465.338,93,10.137,10.24847412109375,1,-0.11147412109374955,TRUE
P022,7,7,465.449,496.56,281,31.11099999999999,31.2640380859375,1,-0.15303808593751,TRUE
P022,8,8,496.671,540.264,394,43.59300000000002,43.718353271484375,1,-0.12535327148435726,TRUE
P022,9,9,540.378,549.555,84,9.176999999999907,9.22137451171875,1,-0.04437451171884277,TRUE
P022,10,10,549.667,574.268,223,24.601,24.7982177734375,1,-0.1972177734375009,TRUE
P022,11,11,574.381,596.774,211,22.39300000000003,22.4757080078125,1,-0.0827080078124709,TRUE
P022,12,12,596.885,623.866,245,26.980999999999995,27.09197998046875,1,-0.11097998046875546,TRUE
P022,13,13,623.978,665.645,376,41.66700000000003,41.7376708984375,1,-0.07067089843746999,TRUE
P022,14,14,665.757,682.839,155,17.082000000000107,17.23541259765625,1,-0.15341259765614268,TRUE
P022,15,15,682.95,711.114,255,28.163999999999987,28.27294921875,1,-0.10894921875001273,TRUE
P022,16,16,711.223,749.733,349,38.50999999999999,38.64617919921875,1,-0.1361791992187591,TRUE
P022,17,17,749.841,773.521,215,23.67999999999995,23.6947021484375,1,-0.014702148437550022,TRUE
P022,18,18,773.634,797.423,216,23.788999999999987,23.983642578125,1,-0.19464257812501273,TRUE
P022,19,19,797.534,810.095,114,12.561000000000035,12.68609619140625,1,-0.12509619140621453,TRUE
P022,20,20,810.206,834.695,224,24.489000000000033,24.54388427734375,1,-0.05488427734371726,TRUE
P022,21,21,834.806,850.765,146,15.958999999999946,16.05718994140625,1,-0.09818994140630366,TRUE
P022,22,22,850.876,866.251,141,15.375,15.50042724609375,1,-0.12542724609375,TRUE
P022,23,23,866.363,897.234,279,30.87099999999998,31.0223388671875,1,-0.1513388671875191,TRUE
P022,24,24,897.346,968.94,646,71.59400000000005,71.6241455078125,1,-0.03014550781244907,TRUE
P023,1,1,270.583,353.902,752,83.31899999999996,83.49957275390625,1,-0.18057275390629002,TRUE
P023,2,2,354.003,478.667,1123,124.66399999999999,124.79278564453125,1,-0.12878564453126273,TRUE
P023,3,3,478.779,530.781,469,52.00199999999995,52.029144287109375,1,-0.027144287109422294,TRUE
P023,4,4,530.891,579.524,442,48.63300000000004,48.73046875,1,-0.0974687499999618,TRUE
P023,5,5,579.636,619.054,356,39.418000000000006,39.627685546875,1,-0.20968554687499363,TRUE
P023,6,6,619.166,644.947,233,25.78099999999995,25.83660888671875,1,-0.05560888671880093,TRUE
P023,7,7,645.058,700.168,497,55.110000000000014,55.24884033203125,1,-0.13884033203123636,TRUE
P023,8,8,700.28,830.86,1182,130.58000000000004,130.6640625,1,-0.08406249999995907,TRUE
P023,9,9,830.971,867.704,335,36.73299999999995,36.8028564453125,1,-0.06985644531255275,TRUE
P023,10,10,867.817,923.71,504,55.89300000000003,56.01971435546875,1,-0.1267143554687209,TRUE
P023,11,11,923.821,963.264,356,39.442999999999984,39.53985595703125,1,-0.09685595703126637,TRUE
P023,12,12,963.376,997.291,307,33.91500000000008,34.12530517578125,1,-0.2103051757811727,TRUE
P023,13,13,997.403,1035.43,344,38.027000000000044,38.09649658203125,1,-0.06949658203120634,TRUE
P023,14,14,1035.541,1078.516,388,42.975000000000136,43.0992431640625,1,-0.12424316406236358,TRUE
P023,15,15,1078.626,1120.053,374,41.427000000000135,41.4683837890625,1,-0.041383789062365395,TRUE
P023,16,16,1120.164,1147.167,244,27.00299999999993,27.1134033203125,1,-0.11040332031257094,TRUE
P023,17,17,1147.277,1193.112,415,45.835000000000036,46.0152587890625,1,-0.18025878906246362,TRUE
P023,18,18,1193.224,1252.997,539,59.77300000000014,59.8291015625,1,-0.05610156249986176,TRUE
P023,19,19,1253.108,1286.485,302,33.37699999999995,33.5435791015625,1,-0.1665791015625473,TRUE
P023,20,20,1286.586,1342.997,510,56.41100000000006,56.5396728515625,1,-0.1286728515624418,TRUE
P023,21,21,1343.108,1372.889,269,29.78099999999995,29.892822265625,1,-0.11182226562505093,TRUE
P023,22,22,1373.001,1415.666,385,42.664999999999964,42.7203369140625,1,-0.05533691406253638,TRUE
P023,23,23,1415.777,1461.169,412,45.39200000000005,45.5362548828125,1,-0.14425488281244725,TRUE
