participantId,level,run_id,run_start,run_end,run_samples,run_duration,levelTime,n_runs,run_dur_diff,is_matched_run
P004,18,18,638.946,683.387,401,44.44099999999992,44.58001708984375,1,-0.13901708984383276,TRUE
P004,19,19,683.5,700.803,157,17.302999999999997,17.41558837890625,1,-0.11258837890625273,TRUE
P004,20,20,700.916,712.803,108,11.886999999999944,11.9591064453125,1,-0.07210644531255639,TRUE
P004,21,21,712.914,731.915,172,19.000999999999976,19.0972900390625,1,-0.09629003906252365,TRUE
P004,22,22,732.026,754.689,205,22.66300000000001,22.815673828125,1,-0.15267382812498909,TRUE
P004,23,23,754.789,780.536,233,25.746999999999957,25.79119873046875,1,-0.044198730468792746,TRUE
P004,24,24,780.646,802.311,196,21.665000000000077,21.84503173828125,1,-0.1800317382811727,TRUE
P005,1,1,123.124,174.931,471,51.807000000000016,51.93536376953125,1,-0.12836376953123363,TRUE
P005,2,2,175.038,237.711,571,62.673,62.804412841796875,1,-0.13141284179687318,TRUE
P005,3,3,237.822,279.615,379,41.793000000000006,41.931915283203125,1,-0.13891528320311863,TRUE
P005,4,4,279.727,312.833,299,33.10600000000005,33.148590087890625,1,-0.042590087890573614,TRUE
P005,5,5,312.944,359.15,417,46.20599999999996,46.35888671875,1,-0.15288671875003956,TRUE
P005,6,6,359.261,400.91,376,41.649,41.76922607421875,1,-0.12022607421874909,TRUE
P005,7,7,401.019,427.352,238,26.33299999999997,26.432464599609375,1,-0.09946459960940501,TRUE
P005,8,8,427.462,504.32,693,76.858,76.926116943359375,1,-0.06811694335937091,TRUE
P005,9,9,504.43,571.801,611,67.37100000000004,67.57830810546875,1,-0.20730810546871226,TRUE
P005,10,10,571.912,582.91,100,10.997999999999934,11.0390625,1,-0.04106250000006639,TRUE
P005,11,11,583.02,629.574,420,46.553999999999974,46.73358154296875,1,-0.17958154296877638,TRUE
P005,12,12,629.685,724.108,851,94.423,94.46466064453125,1,-0.04166064453124818,TRUE
P005,13,13,724.218,757.396,300,33.178,33.26031494140625,1,-0.08231494140625273,TRUE
P005,14,14,757.507,821.788,588,64.28100000000006,64.40838623046875,1,-0.12738623046868724,TRUE
P005,15,15,821.902,858.777,333,36.875,37.0281982421875,1,-0.1531982421875,TRUE
P005,16,16,858.888,879.775,189,20.886999999999944,21.02520751953125,1,-0.1382075195313064,TRUE
P005,17,17,879.888,898.206,166,18.317999999999984,18.4322509765625,1,-0.11425097656251637,TRUE
P005,18,18,898.32,941.421,389,43.101,43.20086669921875,1,-0.09986669921875091,TRUE
P005,19,19,941.532,988.235,423,46.702999999999975,46.7779541015625,1,-0.07495410156252547,TRUE
P005,20,20,988.345,997.762,87,9.416999999999916,9.49334716796875,1,-0.07634716796883367,TRUE
P005,21,21,997.873,1032.927,317,35.05399999999986,35.23468017578125,1,-0.18068017578139006,TRUE
P005,22,22,1033.039,1060.847,252,27.807999999999993,27.9473876953125,1,-0.13938769531250728,TRUE
P005,23,23,1060.958,1090.178,264,29.220000000000027,29.2332763671875,1,-0.013276367187472715,TRUE
P005,24,24,1090.289,1107.798,159,17.509000000000015,17.6763916015625,1,-0.16739160156248545,TRUE
P006,1,1,228.058,323.369,865,95.31100000000004,95.50439453125,1,-0.19339453124996453,TRUE
P006,2,2,323.483,357.729,310,34.24599999999998,34.36175537109375,1,-0.1157553710937691,TRUE
P006,3,3,357.843,405.776,433,47.93299999999999,48.059967041015625,1,-0.12696704101563228,TRUE
P006,4,4,405.887,445.568,359,39.68099999999998,39.7637939453125,1,-0.08279394531251683,TRUE
P006,5,5,445.679,461.678,145,15.999000000000024,16.068511962890625,1,-0.06951196289060135,TRUE
P006,6,6,461.788,489.677,252,27.88900000000001,28.040771484375,1,-0.15177148437499,TRUE
P006,7,7,489.788,556.199,603,66.41099999999994,66.45294189453125,1,-0.04194189453130548,TRUE
P006,8,8,556.31,601.595,410,45.28500000000008,45.4508056640625,1,-0.16580566406241815,TRUE
P006,9,9,601.705,632.596,279,30.890999999999963,30.95965576171875,1,-0.06865576171878729,TRUE
P006,10,10,632.706,712.792,723,80.08600000000001,80.18280029296875,1,-0.09680029296873727,TRUE
P006,11,11,712.903,761.764,441,48.86099999999999,49.04107666015625,1,-0.18007666015626,TRUE
P006,12,12,761.875,817.041,499,55.166000000000054,55.278076171875,1,-0.11207617187494634,TRUE
