"measure","n","mean","sd","min","q25","median","q75","max"
"inter-trial gap, run-ordered (s)",721,0.110836338418862,0.00364361845739852,0.099999999999909,0.110999999999876,0.11099999999999,0.111999999999966,0.180999999999983
"trial duration responseTime_s (s)",744,37.0085533870163,25.8800268330569,1.21151733398438,19.7418975830078,29.9664611816406,44.3849182128906,230.748626708984
