participantId,level,run_id,run_start,run_end,run_samples,run_duration,gap_to_next_s,gap_from_prev_s
P014,14,14,532.685,545.126,113,12.441000000000031,0.11099999999999,0.11199999999996635
P014,15,15,545.237,592.013,422,46.77600000000007,0.11000000000001364,0.11099999999999
P014,16,16,592.123,613.232,191,21.108999999999924,0.11300000000005639,0.11000000000001364
P014,17,17,613.345,658.105,404,44.75999999999999,0.11099999999999,0.11300000000005639
P014,18,18,658.216,674.213,145,15.996999999999957,0.11099999999999,0.11099999999999
P014,19,19,674.324,698.214,216,23.8900000000001,0.11099999999999,0.11099999999999
P014,20,20,698.325,734.541,327,36.21600000000001,0.11099999999999,0.11099999999999
P014,21,21,734.652,757.762,209,23.1099999999999,0.11100000000010368,0.11099999999999
P014,22,22,757.873,802.204,400,44.330999999999904,0.11100000000010368,0.11100000000010368
P014,23,23,802.315,845.867,393,43.55199999999991,0.11099999999999,0.11100000000010368
P014,24,24,845.978,875.533,267,29.555000000000064,NA,0.11099999999999
P015,1,1,75.499,103.169,250,27.67,0.1110000000000042,NA
P015,2,2,103.28,120.615,157,17.334999999999994,0.1110000000000042,0.1110000000000042
P015,3,3,120.726,139.39,169,18.663999999999987,0.11100000000001842,0.1110000000000042
P015,4,4,139.501,157.835,166,18.334000000000003,0.10999999999998522,0.11100000000001842
P015,5,5,157.945,176.611,169,18.665999999999997,0.11200000000002319,0.10999999999998522
P015,6,6,176.723,198.722,199,21.998999999999995,0.11299999999999955,0.11200000000002319
P015,7,7,198.835,221.726,207,22.89099999999999,0.11199999999999477,0.11299999999999955
P015,8,8,221.838,239.392,159,17.554000000000002,0.11099999999999,0.11199999999999477
P015,9,9,239.503,263.725,219,24.222000000000037,0.11099999999999,0.11099999999999
P015,10,10,263.836,300.706,335,36.870000000000005,0.11199999999996635,0.11099999999999
P015,11,11,300.818,324.489,214,23.670999999999992,0.11200000000002319,0.11199999999996635
P015,12,12,324.601,336.709,110,12.108000000000004,0.11200000000002319,0.11200000000002319
P015,13,13,336.821,348.82,109,11.998999999999967,0.11099999999999,0.11200000000002319
P015,14,14,348.931,364.82,144,15.88900000000001,0.11200000000002319,0.11099999999999
P015,15,15,364.932,397.376,293,32.44399999999996,0.11100000000004684,0.11200000000002319
P015,16,16,397.487,411.822,130,14.33499999999998,0.11099999999999,0.11100000000004684
P015,17,17,411.933,423.902,109,11.968999999999994,0.11000000000001364,0.11099999999999
P015,18,18,424.012,440.875,153,16.863,0.11099999999999,0.11000000000001364
P015,19,19,440.986,461.613,192,20.62700000000001,0.10500000000001819,0.11099999999999
P015,20,20,461.718,480.169,167,18.450999999999965,0.11299999999999955,0.10500000000001819
P015,21,21,480.282,495.281,136,14.999000000000024,0.11099999999999,0.11299999999999955
P015,22,22,495.392,507.503,110,12.11099999999999,0.11099999999999,0.11099999999999
P015,23,23,507.614,526.726,173,19.112000000000023,0.11099999999999,0.11099999999999
P015,24,24,526.837,543.059,147,16.22199999999998,NA,0.11099999999999
P016,1,1,88.932,125.913,334,36.980999999999995,0.1110000000000042,NA
P016,2,2,126.024,143.573,160,17.549000000000007,0.11199999999999477,0.1110000000000042
P016,3,3,143.685,160.691,154,17.006,0.11099999999999,0.11199999999999477
P016,4,4,160.802,189.465,259,28.66300000000001,0.11299999999999955,0.11099999999999
P016,5,5,189.578,213.686,218,24.108000000000004,0.11099999999999,0.11299999999999955
P016,6,6,213.797,244.446,280,30.649,0.10900000000000887,0.11099999999999
P016,7,7,244.555,256.559,109,12.004000000000019,0.11299999999999955,0.10900000000000887
P016,8,8,256.672,274.11,158,17.437999999999988,0.11099999999999,0.11299999999999955
P016,9,9,274.221,291.556,157,17.33499999999998,0.11099999999999,0.11099999999999
P016,10,10,291.667,316.442,224,24.775000000000034,0.11099999999999,0.11099999999999
P016,11,11,316.553,339.993,212,23.439999999999998,0.11200000000002319,0.11099999999999
P016,12,12,340.105,352.994,117,12.88900000000001,0.1099999999999568,0.11200000000002319
P016,13,13,353.104,380.073,245,26.968999999999994,0.11200000000002319,0.1099999999999568
P016,14,14,380.185,408.159,253,27.97399999999999,0.11099999999999,0.11200000000002319
P016,15,15,408.27,421.158,117,12.888000000000034,0.11099999999999,0.11099999999999
P016,16,16,421.269,441.25,188,19.980999999999995,0.10700000000002774,0.11099999999999
P016,17,17,441.357,468.401,245,27.043999999999983,0.11099999999999,0.10700000000002774
P016,18,18,468.512,481.718,120,13.206000000000017,0.11299999999999955,0.11099999999999
P016,19,19,481.831,494.162,112,12.33099999999996,0.11100000000004684,0.11299999999999955
P016,20,20,494.273,511.445,163,17.17199999999997,0.11400000000003274,0.11100000000004684
P016,21,21,511.559,532.452,189,20.892999999999972,0.11099999999999,0.11400000000003274
P016,22,22,532.563,545.338,116,12.774999999999977,0.11099999999999,0.11099999999999
P016,23,23,545.449,563.115,160,17.666000000000054,0.11199999999996635,0.11099999999999
P016,24,24,563.227,580.583,159,17.355999999999995,NA,0.11199999999996635
P017,1,1,50.758,76.756,235,25.997999999999998,0.11599999999999966,NA
P017,2,2,76.872,90.742,126,13.870000000000005,0.11099999999999,0.11599999999999966
P017,3,3,90.853,124.295,302,33.44200000000001,0.1110000000000042,0.11099999999999
P017,4,4,124.406,139.629,138,15.222999999999985,0.11100000000001842,0.1110000000000042
P017,5,5,139.74,158.07,166,18.329999999999984,0.11100000000001842,0.11100000000001842
P017,6,6,158.181,177.736,177,19.55499999999998,0.11100000000001842,0.11100000000001842
P017,7,7,177.847,204.622,242,26.775000000000006,0.11099999999999,0.11100000000001842
P017,8,8,204.733,220.51,143,15.776999999999987,0.11200000000002319,0.11099999999999
P017,9,9,220.622,238.954,166,18.331999999999994,0.11400000000000432,0.11200000000002319
P017,10,10,239.068,271.27,291,32.20199999999997,0.11099999999999,0.11400000000000432
P017,11,11,271.381,291.698,184,20.317000000000007,0.11100000000004684,0.11099999999999
P017,12,12,291.809,304.033,111,12.22399999999999,0.11099999999999,0.11100000000004684
P017,13,13,304.144,327.597,212,23.452999999999975,0.11100000000004684,0.11099999999999
P017,14,14,327.708,352.957,229,25.248999999999967,0.11099999999999,0.11100000000004684
P017,15,15,353.068,367.847,134,14.778999999999996,0.11299999999999955,0.11099999999999
P017,16,16,367.96,382.732,134,14.772000000000048,0.11199999999996635,0.11299999999999955
P017,17,17,382.844,414.94,290,32.096000000000004,0.11099999999999,0.11199999999996635
P017,18,18,415.051,426.256,102,11.204999999999984,0.11100000000004684,0.11099999999999
P017,19,19,426.367,445.353,172,18.98599999999999,0.11099999999999,0.11100000000004684
P017,20,20,445.464,489.823,402,44.35899999999998,0.11000000000001364,0.11099999999999
P017,21,21,489.933,503.044,119,13.11099999999999,0.11000000000001364,0.11000000000001364
P017,22,22,503.154,517.822,133,14.668000000000006,0.11000000000001364,0.11000000000001364
P017,23,23,517.932,536.82,171,18.888000000000034,0.10999999999989996,0.11000000000001364
P017,24,24,536.93,555.261,166,18.331000000000017,NA,0.10999999999989996
P018,1,1,81.206,123.104,381,41.897999999999996,0.1110000000000042,NA
P018,2,2,123.215,145.962,206,22.746999999999986,0.11299999999999955,0.1110000000000042
P018,3,3,146.075,174.721,259,28.646000000000015,0.11099999999999,0.11299999999999955
P018,4,4,174.832,202.512,252,27.680000000000007,0.11099999999999,0.11099999999999
P018,5,5,202.623,219.4,156,16.777000000000015,0.10099999999999909,0.11099999999999
P018,6,6,219.501,264.872,411,45.37100000000001,0.11099999999999,0.10099999999999909
P018,7,7,264.983,276.983,109,12,0.11200000000002319,0.11099999999999
P018,8,8,277.095,321.395,402,44.299999999999955,0.11099999999999,0.11200000000002319
P018,9,9,321.506,342.258,188,20.75200000000001,0.11100000000004684,0.11099999999999
P018,10,10,342.369,352.7,94,10.33099999999996,0.11099999999999,0.11100000000004684
P018,11,11,352.811,371.256,167,18.444999999999993,0.11000000000001364,0.11099999999999
P018,12,12,371.366,390.695,175,19.329000000000008,0.11200000000002319,0.11000000000001364
P018,13,13,390.807,401.253,95,10.44599999999997,0.11200000000002319,0.11200000000002319
P018,14,14,401.365,415.763,131,14.397999999999968,0.11100000000004684,0.11200000000002319
P018,15,15,415.874,449.201,302,33.327,0.11099999999999,0.11100000000004684
P018,16,16,449.312,468.426,173,19.113999999999976,0.11099999999999,0.11099999999999
P018,17,17,468.537,498.756,273,30.218999999999994,0.11200000000002319,0.11099999999999
P018,18,18,498.868,513.631,134,14.762999999999977,0.11000000000001364,0.11200000000002319
P018,19,19,513.741,533.396,178,19.654999999999973,0.11000000000001364,0.11000000000001364
P018,20,20,533.506,548.502,136,14.995999999999981,0.11000000000001364,0.11000000000001364
P018,21,21,548.612,572.623,218,24.01100000000008,0.11099999999999,0.11000000000001364
P018,22,22,572.734,606.067,301,33.33299999999997,0.1129999999999427,0.11099999999999
P018,23,23,606.18,626.845,187,20.665000000000077,0.1129999999999427,0.1129999999999427
P018,24,24,626.958,663.063,326,36.10500000000002,NA,0.1129999999999427
P019,1,1,52.579,111.906,535,59.327000000000005,0.10099999999999909,NA
P019,2,2,112.007,130.56,168,18.552999999999997,0.10999999999998522,0.10099999999999909
P019,3,3,130.67,149.002,166,18.332000000000022,0.11299999999999955,0.10999999999998522
P019,4,4,149.115,197.942,441,48.827,0.11199999999999477,0.11299999999999955
P019,5,5,198.054,209.831,107,11.776999999999987,0.11000000000001364,0.11199999999999477
P019,6,6,209.941,238.937,262,28.99600000000001,0.11099999999999,0.11000000000001364
P019,7,7,239.048,254.161,137,15.113,0.11099999999999,0.11099999999999
P019,8,8,254.272,269.049,134,14.776999999999987,0.11000000000001364,0.11099999999999
P019,9,9,269.159,326.889,521,57.73000000000002,0.11199999999996635,0.11000000000001364
P019,10,10,327.001,374.442,428,47.44100000000003,0.11199999999996635,0.11199999999996635
P019,11,11,374.554,397.22,205,22.666000000000054,0.11099999999999,0.11199999999996635
P019,12,12,397.331,411.65,130,14.31899999999996,0.11400000000003274,0.11099999999999
P019,13,13,411.764,431.538,179,19.774,0.11000000000001364,0.11400000000003274
P019,14,14,431.648,512.112,729,80.46399999999994,0.10000000000002274,0.11000000000001364
P019,15,15,512.212,531.746,179,19.533999999999992,0.11000000000001364,0.10000000000002274
P019,16,16,531.856,541.416,87,9.56000000000006,0.11099999999999,0.11000000000001364
P019,17,17,541.527,591.524,451,49.99699999999996,0.11099999999999,0.11099999999999
P019,18,18,591.635,630.13,349,38.495000000000005,0.11199999999996635,0.11099999999999
P019,19,19,630.242,653.687,212,23.44500000000005,0.11099999999999,0.11199999999996635
P019,20,20,653.798,694.572,368,40.774,0.11099999999999,0.11099999999999
P019,21,21,694.683,741.788,425,47.10500000000002,0.11099999999999,0.11099999999999
P019,22,22,741.899,753.898,109,11.999000000000024,0.11099999999999,0.11099999999999
P019,23,23,754.009,811.769,521,57.75999999999999,0.11099999999999,0.11099999999999
P019,24,24,811.88,828.102,147,16.22199999999998,NA,0.11099999999999
P020,1,1,68.913,69.916,10,1.0030000000000001,0.1110000000000042,NA
P020,2,2,70.027,139.871,631,69.84400000000001,0.11400000000000432,0.1110000000000042
P020,3,3,139.985,168.675,260,28.689999999999998,0.11099999999999,0.11400000000000432
P020,4,4,168.786,203.897,317,35.11099999999999,0.11000000000001364,0.11099999999999
P020,5,5,204.007,284.317,724,80.31,0.11299999999999955,0.11000000000001364
P020,6,6,284.43,313.093,259,28.66300000000001,0.11099999999999,0.11299999999999955
P020,7,7,313.204,347.427,309,34.22300000000001,0.11099999999999,0.11099999999999
P020,8,8,347.538,368.54,190,21.00200000000001,0.11099999999999,0.11099999999999
P020,9,9,368.651,424.258,502,55.60699999999997,0.11000000000001364,0.11099999999999
P020,10,10,424.368,481.041,511,56.673,0.11000000000001364,0.11000000000001364
P020,11,11,481.151,520.804,358,39.65299999999996,0.11099999999999,0.11000000000001364
P020,12,12,520.915,541.692,188,20.777000000000044,0.11099999999999,0.11099999999999
P020,13,13,541.803,603.263,554,61.460000000000036,0.11399999999991905,0.11099999999999
P020,14,14,603.377,632.483,263,29.105999999999995,0.11300000000005639,0.11399999999991905
P020,15,15,632.596,669.149,330,36.553,0.11199999999996635,0.11300000000005639
P020,16,16,669.261,703.623,312,34.36200000000008,0.11099999999999,0.11199999999996635
P020,17,17,703.734,756.572,477,52.837999999999965,0.10799999999994725,0.11099999999999
P020,18,18,756.68,768.302,106,11.622000000000071,0.11000000000001364,0.10799999999994725
P020,19,19,768.412,792.846,221,24.43399999999997,0.11000000000001364,0.11000000000001364
P020,20,20,792.956,802.394,89,9.437999999999988,0.10199999999997544,0.11000000000001364
P020,21,21,802.496,817.23,137,14.734000000000037,0.11099999999999,0.10199999999997544
P020,22,22,817.341,846.83,268,29.489000000000033,0.11099999999999,0.11099999999999
P020,23,23,846.941,863.911,156,16.969999999999914,0.11200000000008004,0.11099999999999
P020,24,24,864.023,886.679,205,22.65599999999995,NA,0.11200000000008004
P021,1,1,59.315,74.759,140,15.444000000000003,0.11499999999999488,NA
P021,2,2,74.874,97.538,205,22.664,0.1110000000000042,0.11499999999999488
P021,3,3,97.649,120.982,211,23.333,0.1110000000000042,0.1110000000000042
P021,4,4,121.093,138.205,155,17.11200000000001,0.11099999999999,0.1110000000000042
P021,5,5,138.316,162.204,216,23.888000000000005,0.11099999999999,0.11099999999999
P021,6,6,162.315,176.317,127,14.00200000000001,0.10999999999998522,0.11099999999999
P021,7,7,176.427,184.429,73,8.00200000000001,0.11299999999999955,0.10999999999998522
P021,8,8,184.542,201.427,153,16.88499999999999,0.11100000000001842,0.11299999999999955
P021,9,9,201.538,217.651,146,16.113,0.11099999999999,0.11100000000001842
P021,10,10,217.762,232.984,138,15.222000000000008,0.10999999999998522,0.11099999999999
P021,11,11,233.094,278.621,411,45.52699999999999,0.11100000000004684,0.10999999999998522
P021,12,12,278.732,287.38,79,8.647999999999968,0.11099999999999,0.11100000000004684
P021,13,13,287.491,304.165,151,16.674000000000035,0.11099999999999,0.11099999999999
P021,14,14,304.276,337.164,297,32.88799999999998,0.11299999999999955,0.11099999999999
P021,15,15,337.277,348.929,106,11.651999999999987,0.11100000000004684,0.11299999999999955
P021,16,16,349.04,366.152,155,17.111999999999966,0.11099999999999,0.11100000000004684
P021,17,17,366.263,378.816,114,12.552999999999997,0.11100000000004684,0.11099999999999
P021,18,18,378.927,394.148,138,15.221000000000004,0.11199999999996635,0.11100000000004684
P021,19,19,394.26,417.704,212,23.444000000000017,0.11099999999999,0.11199999999996635
P021,20,20,417.815,433.258,140,15.442999999999984,0.11100000000004684,0.11099999999999
P021,21,21,433.369,472.679,355,39.309999999999945,0.10900000000003729,0.11100000000004684
P021,22,22,472.788,488.566,143,15.777999999999963,0.11100000000004684,0.10900000000003729
P021,23,23,488.677,514.568,234,25.890999999999963,0.11300000000005639,0.11100000000004684
P021,24,24,514.681,539.565,225,24.884000000000015,NA,0.11300000000005639
P022,1,1,221.16,287.642,600,66.482,0.11200000000002319,NA
P022,2,2,287.754,337.25,449,49.49599999999998,0.11200000000002319,0.11200000000002319
P022,3,3,337.362,361.946,224,24.584000000000003,0.1139999999999759,0.11200000000002319
P022,4,4,362.06,434.675,655,72.61500000000001,0.11299999999999955,0.1139999999999759
P022,5,5,434.788,455.09,184,20.301999999999964,0.11100000000004684,0.11299999999999955
P022,6,6,455.201,465.338,93,10.137,0.11099999999999,0.11100000000004684
P022,7,7,465.449,496.56,281,31.11099999999999,0.11099999999999,0.11099999999999
P022,8,8,496.671,540.264,394,43.59300000000002,0.11400000000003274,0.11099999999999
P022,9,9,540.378,549.555,84,9.176999999999907,0.11200000000008004,0.11400000000003274
P022,10,10,549.667,574.268,223,24.601,0.1129999999999427,0.11200000000008004
P022,11,11,574.381,596.774,211,22.39300000000003,0.11099999999999,0.1129999999999427
P022,12,12,596.885,623.866,245,26.980999999999995,0.11199999999996635,0.11099999999999
P022,13,13,623.978,665.645,376,41.66700000000003,0.11199999999996635,0.11199999999996635
P022,14,14,665.757,682.839,155,17.082000000000107,0.11099999999999,0.11199999999996635
P022,15,15,682.95,711.114,255,28.163999999999987,0.1089999999999236,0.11099999999999
P022,16,16,711.223,749.733,349,38.50999999999999,0.10800000000006094,0.1089999999999236
P022,17,17,749.841,773.521,215,23.67999999999995,0.11300000000005639,0.10800000000006094
P022,18,18,773.634,797.423,216,23.788999999999987,0.11099999999999,0.11300000000005639
P022,19,19,797.534,810.095,114,12.561000000000035,0.11099999999999,0.11099999999999
P022,20,20,810.206,834.695,224,24.489000000000033,0.11099999999999,0.11099999999999
P022,21,21,834.806,850.765,146,15.958999999999946,0.11099999999999,0.11099999999999
P022,22,22,850.876,866.251,141,15.375,0.11200000000008004,0.11099999999999
P022,23,23,866.363,897.234,279,30.87099999999998,0.11199999999996635,0.11200000000008004
P022,24,24,897.346,968.94,646,71.59400000000005,NA,0.11199999999996635
P023,1,1,270.583,353.902,752,83.31899999999996,0.10099999999999909,NA
P023,2,2,354.003,478.667,1123,124.66399999999999,0.11200000000002319,0.10099999999999909
P023,3,3,478.779,530.781,469,52.00199999999995,0.11000000000001364,0.11200000000002319
P023,4,4,530.891,579.524,442,48.63300000000004,0.11199999999996635,0.11000000000001364
P023,5,5,579.636,619.054,356,39.418000000000006,0.11200000000008004,0.11199999999996635
P023,6,6,619.166,644.947,233,25.78099999999995,0.11099999999999,0.11200000000008004
P023,7,7,645.058,700.168,497,55.110000000000014,0.11199999999996635,0.11099999999999
P023,8,8,700.28,830.86,1182,130.58000000000004,0.11099999999999,0.11199999999996635
P023,9,9,830.971,867.704,335,36.73299999999995,0.11300000000005639,0.11099999999999
P023,10,10,867.817,923.71,504,55.89300000000003,0.11099999999999,0.11300000000005639
P023,11,11,923.821,963.264,356,39.442999999999984,0.11199999999996635,0.11099999999999
P023,12,12,963.376,997.291,307,33.91500000000008,0.11199999999996635,0.11199999999996635
P023,13,13,997.403,1035.43,344,38.027000000000044,0.11099999999987631,0.11199999999996635
P023,14,14,1035.541,1078.516,388,42.975000000000136,0.10999999999989996,0.11099999999987631
P023,15,15,1078.626,1120.053,374,41.427000000000135,0.11099999999987631,0.10999999999989996
P023,16,16,1120.164,1147.167,244,27.00299999999993,0.11000000000012733,0.11099999999987631
P023,17,17,1147.277,1193.112,415,45.835000000000036,0.11199999999985266,0.11000000000012733
P023,18,18,1193.224,1252.997,539,59.77300000000014,0.11099999999987631,0.11199999999985266
P023,19,19,1253.108,1286.485,302,33.37699999999995,0.10100000000011278,0.11099999999987631
P023,20,20,1286.586,1342.997,510,56.41100000000006,0.11099999999987631,0.10100000000011278
P023,21,21,1343.108,1372.889,269,29.78099999999995,0.11200000000008004,0.11099999999987631
P023,22,22,1373.001,1415.666,385,42.664999999999964,0.11100000000010368,0.11200000000008004
P023,23,23,1415.777,1461.169,412,45.39200000000005,0.10499999999979082,0.11100000000010368
P023,24,24,1461.274,1502.502,372,41.228000000000065,NA,0.10499999999979082
P024,1,1,126.544,164.436,342,37.89200000000001,0.10099999999999909,NA
P024,2,2,164.537,198.225,306,33.68799999999999,0.10500000000001819,0.10099999999999909
P024,3,3,198.33,228.474,274,30.143999999999977,0.11100000000001842,0.10500000000001819
P024,4,4,228.585,249.585,190,21,0.10999999999998522,0.11100000000001842
P024,5,5,249.695,283.026,301,33.33100000000002,0.11099999999999,0.10999999999998522
P024,6,6,283.137,325.913,386,42.77600000000001,0.1139999999999759,0.11099999999999
P024,7,7,326.027,356.798,278,30.771000000000015,0.11099999999999,0.1139999999999759
P024,8,8,356.909,372.964,146,16.055000000000007,0.11099999999999,0.11099999999999
P024,9,9,373.075,397.807,224,24.732000000000028,0.11099999999999,0.11099999999999
P024,10,10,397.918,430.325,293,32.40699999999998,0.11099999999999,0.11099999999999
P024,11,11,430.436,465.1,313,34.664000000000044,0.1099999999999568,0.11099999999999
P024,12,12,465.21,484.43,174,19.220000000000027,0.11099999999999,0.1099999999999568
P024,13,13,484.541,504.137,182,19.596000000000004,0.11000000000001364,0.11099999999999
P024,14,14,504.247,550.583,418,46.335999999999956,0.11099999999999,0.11000000000001364
P024,15,15,550.694,583.689,298,32.995000000000005,0.11200000000008004,0.11099999999999
P024,16,16,583.801,607.802,217,24.000999999999976,0.1129999999999427,0.11200000000008004
P024,17,17,607.915,643.02,317,35.10500000000002,0.11300000000005639,0.1129999999999427
P024,18,18,643.133,675.464,292,32.33100000000002,0.11099999999999,0.11300000000005639
P024,19,19,675.575,708.248,296,32.673,0.11199999999996635,0.11099999999999
P024,20,20,708.36,731.028,205,22.668000000000006,0.11199999999996635,0.11199999999996635
P024,21,21,731.14,750.693,177,19.552999999999997,0.11199999999996635,0.11199999999996635
P024,22,22,750.805,782.472,286,31.66700000000003,0.11199999999996635,0.11199999999996635
P024,23,23,782.584,798.574,150,15.990000000000009,0.11099999999999,0.11199999999996635
P024,24,24,798.685,874.598,685,75.91300000000001,NA,0.11099999999999
P025,1,1,263.968,380.065,1047,116.09699999999998,0.11000000000001364,NA
P025,2,2,380.175,420.829,367,40.653999999999996,0.11199999999996635,0.11000000000001364
P025,3,3,420.941,447.608,241,26.66700000000003,0.11099999999999,0.11199999999996635
P025,4,4,447.719,535.27,791,87.55099999999999,0.10000000000002274,0.11099999999999
P025,5,5,535.37,574.44,353,39.07000000000005,0.11099999999999,0.10000000000002274
P025,6,6,574.551,744.607,1537,170.05599999999993,0.11099999999999,0.11099999999999
P025,7,7,744.718,865.714,1110,120.9960000000001,0.11199999999996635,0.11099999999999
P025,8,8,865.826,950.497,763,84.67099999999994,0.11000000000001364,0.11199999999996635
P025,9,9,950.607,1142.829,1738,192.22199999999998,0.11100000000010368,0.11000000000001364
P025,10,10,1142.94,1253.451,1012,110.51099999999997,0.11099999999987631,0.11100000000010368
P025,11,11,1253.562,1337.456,756,83.894,0.11100000000010368,0.11099999999987631
P025,12,12,1337.567,1373.453,324,35.88599999999997,0.11200000000008004,0.11100000000010368
P025,13,13,1373.565,1404.122,276,30.557000000000016,0.11099999999987631,0.11200000000008004
P025,14,14,1404.233,1441.901,340,37.66800000000012,0.11400000000003274,0.11099999999987631
P025,15,15,1442.015,1474.013,289,31.99799999999982,0.11000000000012733,0.11400000000003274
P025,16,16,1474.123,1584.886,998,110.76299999999992,0.11200000000008004,0.11000000000012733
P025,17,17,1584.998,1660.775,683,75.77700000000004,0.11099999999987631,0.11200000000008004
P025,18,18,1660.886,1744.631,759,83.74500000000012,0.1150000000000091,0.11099999999987631
P025,19,19,1744.746,1772.912,255,28.16599999999994,0.11099999999987631,0.1150000000000091
P025,20,20,1773.023,1797.025,217,24.00200000000018,0.11099999999987631,0.11099999999987631
P025,21,21,1797.136,1824.915,251,27.778999999999996,0.11100000000010368,0.11099999999987631
P025,22,22,1825.026,1878.139,479,53.11299999999983,0.11100000000010368,0.11100000000010368
P025,23,23,1878.25,1918.916,367,40.66599999999994,0.11100000000010368,0.11100000000010368
P025,24,24,1919.027,1927.583,78,8.55600000000004,NA,0.11100000000010368
P026,1,1,172.292,265.943,844,93.65099999999998,0.10099999999999909,NA
P026,2,2,266.044,343.266,696,77.22200000000004,0.11299999999999955,0.10099999999999909
P026,3,3,343.379,425.642,742,82.26299999999998,0.11000000000001364,0.11299999999999955
P026,4,4,425.752,501.849,687,76.09699999999998,0.11099999999999,0.11000000000001364
P026,5,5,501.96,526.071,218,24.111000000000047,0.1129999999999427,0.11099999999999
P026,6,6,526.184,599.07,658,72.88600000000008,0.11399999999991905,0.1129999999999427
P026,7,7,599.184,669.945,638,70.76100000000008,0.1129999999999427,0.11399999999991905
P026,8,8,670.058,743.44,662,73.38200000000006,0.11099999999999,0.1129999999999427
P026,9,9,743.551,806.85,571,63.29899999999998,0.11099999999999,0.11099999999999
P026,10,10,806.961,909.029,920,102.06799999999998,0.11199999999996635,0.11099999999999
P026,11,11,909.141,1036.971,1152,127.83000000000004,0.10999999999989996,0.11199999999996635
P026,12,12,1037.081,1130.295,840,93.21400000000017,0.11099999999987631,0.10999999999989996
P026,13,13,1130.406,1245.847,1040,115.44100000000003,0.11200000000008004,0.11099999999987631
P026,14,14,1245.959,1371.987,1136,126.02800000000002,0.11099999999987631,0.11200000000008004
P026,15,15,1372.098,1413.764,376,41.66599999999994,0.11100000000010368,0.11099999999987631
P026,16,16,1413.875,1491.93,704,78.05500000000006,0.11099999999987631,0.11100000000010368
P026,17,17,1492.041,1639.931,1332,147.8900000000001,0.11099999999987631,0.11099999999987631
P026,18,18,1640.042,1695.349,499,55.307000000000016,0.11300000000005639,0.11099999999987631
P026,19,19,1695.462,1721.795,238,26.333000000000084,0.11099999999987631,0.11300000000005639
P026,20,20,1721.906,1790.919,622,69.01300000000015,0.11099999999987631,0.11099999999987631
P026,21,21,1791.03,1842.141,461,51.111000000000104,0.09999999999990905,0.11099999999987631
P026,22,22,1842.241,1924.459,741,82.21800000000007,0.10999999999989996,0.09999999999990905
P026,23,23,1924.569,1988.348,575,63.778999999999996,0.11200000000008004,0.10999999999989996
P026,24,24,1988.46,2085.904,878,97.44399999999996,NA,0.11200000000008004
P027,1,1,68.914,118.692,449,49.77799999999999,0.11000000000001364,NA
P027,2,2,118.802,180.647,559,61.844999999999985,0.11100000000001842,0.11000000000001364
P027,3,3,180.758,206.19,230,25.431999999999988,0.11099999999999,0.11100000000001842
P027,4,4,206.301,234.304,253,28.003000000000014,0.11099999999999,0.11099999999999
P027,5,5,234.415,246.525,110,12.110000000000014,0.11099999999999,0.11099999999999
P027,6,6,246.636,264.637,163,18.001000000000005,0.11099999999999,0.11099999999999
P027,7,7,264.748,294.718,271,29.970000000000027,0.1139999999999759,0.11099999999999
P027,8,8,294.832,314.83,181,19.99799999999999,0.11099999999999,0.1139999999999759
P027,9,9,314.941,332.497,159,17.55600000000004,0.11099999999999,0.11099999999999
P027,10,10,332.608,364.842,292,32.23399999999998,0.11099999999999,0.11099999999999
P027,11,11,364.953,379.288,130,14.335000000000036,0.11099999999999,0.11099999999999
P027,12,12,379.399,410.178,278,30.778999999999996,0.11099999999999,0.11099999999999
P027,13,13,410.289,429.511,174,19.222000000000037,0.11199999999996635,0.11099999999999
P027,14,14,429.623,458.942,265,29.319000000000017,0.11000000000001364,0.11199999999996635
P027,15,15,459.052,492.298,302,33.24599999999998,0.11099999999999,0.11000000000001364
P027,16,16,492.409,515.191,206,22.78200000000004,0.11099999999999,0.11099999999999
P027,17,17,515.302,532.08,152,16.77800000000002,0.11099999999999,0.11099999999999
P027,18,18,532.191,566.303,308,34.111999999999966,0.11199999999996635,0.11099999999999
P027,19,19,566.415,593.747,247,27.331999999999994,0.11300000000005639,0.11199999999996635
P027,20,20,593.86,618.081,219,24.221000000000004,0.11099999999999,0.11300000000005639
P027,21,21,618.192,643.859,232,25.66700000000003,0.11099999999999,0.11099999999999
P027,22,22,643.97,682.637,349,38.666999999999916,0.11000000000001364,0.11099999999999
P027,23,23,682.747,706.745,217,23.998000000000047,0.1129999999999427,0.11000000000001364
P027,24,24,706.858,745.635,350,38.777000000000044,NA,0.1129999999999427
P028,1,1,251.757,482.353,2081,230.596,0.11099999999999,NA
P028,2,2,482.464,528.243,413,45.77900000000005,0.11099999999999,0.11099999999999
P028,3,3,528.354,571.103,387,42.74899999999991,0.11100000000010368,0.11099999999999
P028,4,4,571.214,646.995,683,75.78099999999995,0.11099999999999,0.11100000000010368
P028,5,5,647.106,665.884,170,18.77800000000002,0.11099999999999,0.11099999999999
P028,6,6,665.995,730.648,584,64.65300000000002,0.11000000000001364,0.11099999999999
P028,7,7,730.758,748.091,157,17.33299999999997,0.11099999999999,0.11000000000001364
P028,8,8,748.202,792.204,397,44.00199999999995,0.11100000000010368,0.11099999999999
P028,9,9,792.315,831.092,350,38.77699999999993,0.11199999999996635,0.11100000000010368
P028,10,10,831.204,854.758,213,23.554000000000087,0.1129999999999427,0.11199999999996635
