participantId,level,run_id,run_start,run_end,run_samples,run_duration,gap_to_next_s,gap_from_prev_s
P008,9,9,406.345,416.915,99,10.569999999999993,0.11199999999996635,0.10400000000004184
P008,10,10,417.027,474.467,518,57.44,0.11099999999999,0.11199999999996635
P008,11,11,474.578,566.168,843,91.59000000000003,0.11099999999999,0.11099999999999
P008,10,12,566.279,645.828,717,79.54899999999998,0.11099999999999,0.11099999999999
P008,11,13,645.939,671.605,232,25.666000000000054,0.11099999999999,0.11099999999999
P008,12,14,671.716,706.7,316,34.98400000000004,0.10999999999989996,0.11099999999999
P008,13,15,706.81,728.585,197,21.77500000000009,0.1129999999999427,0.10999999999989996
P008,14,16,728.698,772.803,398,44.10500000000002,0.11099999999999,0.1129999999999427
P008,15,17,772.914,782.358,86,9.44399999999996,0.11100000000010368,0.11099999999999
P008,16,18,782.469,801.136,169,18.666999999999916,0.11099999999999,0.11100000000010368
P008,17,19,801.247,837.896,331,36.649,0.11099999999999,0.11099999999999
P008,18,20,838.007,862.502,225,24.495000000000005,0.1150000000000091,0.11099999999999
P008,19,21,862.617,873.185,96,10.567999999999984,0.11200000000008004,0.1150000000000091
P008,20,22,873.297,891.628,166,18.331000000000017,0.11099999999999,0.11200000000008004
P008,21,23,891.739,917.292,231,25.552999999999997,0.11199999999996635,0.11099999999999
P008,22,24,917.404,923.517,56,6.113000000000056,0.11099999999999,0.11199999999996635
P008,23,25,923.628,973.273,451,49.64499999999998,0.11199999999996635,0.11099999999999
P008,24,26,973.385,1012.508,353,39.12300000000005,NA,0.11199999999996635
P009,1,1,39.995,85.547,411,45.552,0.10999999999999943,NA
P009,2,2,85.657,143.405,521,57.748000000000005,0.10999999999998522,0.10999999999999943
P009,3,3,143.515,188.649,409,45.134000000000015,0.10999999999998522,0.10999999999998522
P009,4,4,188.759,234.934,418,46.17500000000001,0.11299999999999955,0.10999999999998522
P009,5,5,235.047,268.491,302,33.44399999999999,0.11099999999999,0.11299999999999955
P009,6,6,268.602,298.668,272,30.06600000000003,0.11099999999999,0.11099999999999
P009,7,7,298.779,360.887,560,62.108000000000004,0.11200000000002319,0.11099999999999
P009,8,8,360.999,411.08,452,50.08099999999996,0.11200000000002319,0.11200000000002319
P009,9,9,411.192,439.489,259,28.29699999999997,0.11200000000002319,0.11200000000002319
P009,10,10,439.601,499.347,540,59.74599999999998,0.11100000000004684,0.11200000000002319
P009,11,11,499.458,551.747,479,52.28899999999993,0.11300000000005639,0.11100000000004684
P009,12,12,551.86,600.772,442,48.912000000000035,0.11099999999999,0.11300000000005639
P009,13,13,600.883,662.877,559,61.993999999999915,0.11100000000010368,0.11099999999999
P009,14,14,662.988,676.544,123,13.555999999999926,0.11300000000005639,0.11100000000010368
P009,15,15,676.657,706.259,269,29.601999999999975,0.10000000000002274,0.11300000000005639
P009,16,16,706.359,728.457,200,22.097999999999956,0.11000000000001364,0.10000000000002274
P009,17,17,728.567,762.44,306,33.87300000000005,0.11099999999999,0.11000000000001364
P009,18,18,762.551,781.755,174,19.20399999999995,0.11099999999999,0.11099999999999
P009,19,19,781.866,806.698,225,24.831999999999994,0.11099999999999,0.11099999999999
P009,20,20,806.809,858.059,463,51.25,0.11099999999999,0.11099999999999
P009,21,21,858.17,912.345,489,54.17500000000007,0.11000000000001364,0.11099999999999
P009,22,22,912.455,948.189,323,35.733999999999924,0.11099999999999,0.11000000000001364
P009,23,23,948.3,983.238,317,34.9380000000001,0.11099999999999,0.11099999999999
P009,24,24,983.349,1033.971,457,50.62199999999996,NA,0.11099999999999
P010,1,1,172.501,257.461,769,84.96000000000001,0.10499999999996135,NA
