"measure","n","mean","sd","min","q25","median","q75","max"
"orthogonal error (cm)",744,16.3809860973097,13.3862028722209,0.533741114593549,7.79347233243955,12.7366121842236,19.7739163895349,90.2159437674766
"unsigned error (cm)",744,26.1843313958536,17.0236436315029,0.604357182979584,14.8146409988403,22.2871685028076,32.5443153381348,125.639511108398
"signed error (cm)",744,13.6701213395267,18.4752377920635,-54.0377732352576,3.07942076452997,12.0971296663578,22.4755163093967,100.482481857562
"absolute signed error (cm)",744,17.4875938586788,14.9074009868283,0.0140763857592868,6.76874617827492,13.9426842345708,24.1375476629809,100.482481857562
"orthogonal / unsigned error, per trial",744,0.651609093583107,0.27567232578068,0.0297960158227572,0.416336259573767,0.688802271063982,0.918058110111536,0.99999536147522
"orthogonal / |signed| error, per trial",744,3.32176767774082,14.5447175481236,0.0298092506751744,0.457909575524933,0.950138576217106,2.31572315325569,328.654435604232
